name,games,minutes,fg,fga,3p,ft,fta,reb,ast,stl,blk,to,pts,year
Chris Dudley,47,459,23,67,0,9,27,136,5,7,21,18,55,2000
Tim Duncan*,74,2875,628,1281,1,459,603,918,234,66,165,242,1716,2000
Howard Eisley,82,2096,282,675,60,84,102,170,347,59,9,132,708,2000
Obinna Ekezie,39,351,41,88,0,43,64,92,8,9,4,26,125,2000
Mario Elie,79,2217,195,457,74,126,149,249,193,73,9,130,590,2000
Sean Elliott,19,391,38,106,13,25,32,47,28,12,2,19,114,2000
Dale Ellis,42,564,66,159,37,9,13,56,14,13,0,20,178,2000
LaPhonso Ellis,58,1309,209,464,3,66,95,290,59,32,25,52,487,2000
Pervis Ellison,30,269,19,43,0,15,21,67,13,10,8,13,53,2000
Evan Eschmeyer,31,373,38,72,0,15,30,108,21,8,21,21,91,2000
Patrick Ewing*,62,2035,361,775,0,207,283,604,58,36,84,142,929,2000
Tony Farmer,74,1199,127,312,8,203,265,295,74,66,16,82,465,2000
Jamie Feick,81,2241,181,423,3,94,133,755,68,43,38,59,459,2000
Danny Ferry,63,1326,189,380,33,52,57,238,67,22,24,55,463,2000
Michael Finley,82,3464,748,1636,99,260,317,518,438,109,32,196,1855,2000
Derek Fisher,78,1803,167,483,52,105,145,143,216,80,3,75,491,2000
Danny Fortson,55,856,140,265,0,139,189,366,29,20,5,67,419,2000
Greg Foster,60,718,91,224,3,18,28,107,41,10,18,28,203,2000
Jeff Foster,19,86,13,23,0,17,25,32,5,5,1,2,43,2000
Rick Fox,82,1473,206,498,59,63,78,198,138,52,26,87,534,2000
Adonal Foyle,76,1654,193,380,0,34,90,424,42,26,136,71,420,2000
Steve Francis,77,2776,497,1117,107,287,365,409,507,118,29,306,1388,2000
Todd Fuller,41,399,51,122,0,32,53,110,5,9,8,27,134,2000
Lawrence Funderburke,75,1026,184,352,0,115,163,234,33,32,20,40,483,2000
Kevin Garnett*,81,3243,759,1526,30,309,404,956,401,120,126,268,1857,2000
Dean Garrett,56,604,48,108,0,18,26,140,19,8,40,21,114,2000
Kiwane Lemorris Garris,3,23,2,10,0,0,0,1,2,0,0,1,4,2000
Pat Garrity,82,1479,258,585,79,80,111,210,58,31,19,85,675,2000
Chris Gatling,85,1811,365,802,18,266,373,502,71,82,23,169,1014,2000
Matt Geiger,65,1406,260,589,0,109,140,387,39,29,22,91,629,2000
Devean George,49,345,56,144,16,27,41,75,12,10,4,21,155,2000
Kendall Gill,76,2355,396,956,20,181,255,283,210,139,41,89,993,2000
Armen Gilliam,50,782,133,305,0,67,86,209,42,12,16,55,333,2000
Dion Glover,30,446,66,171,12,51,70,38,27,15,4,28,195,2000
Brian Grant,63,1322,173,352,1,112,166,344,64,32,28,84,459,2000
Gary Grant,3,24,6,14,0,0,0,3,1,1,0,2,12,2000
Horace Grant,76,2688,266,599,0,80,111,591,188,55,60,61,612,2000
Devin Gray,21,124,15,37,0,19,29,25,5,5,3,4,49,2000
A.C. Green,82,1929,173,387,1,66,95,486,80,53,18,53,413,2000
Adrian Griffin,72,1927,175,413,16,119,158,372,177,116,15,93,485,2000
Tom Gugliotta,54,1767,310,645,1,117,151,425,124,80,31,106,738,2000
Darvin Ham,35,792,71,128,0,35,78,172,42,29,29,29,177,2000
Richard Hamilton,71,1373,254,605,28,103,133,129,108,28,6,84,639,2000
Thomas Hamilton,22,273,35,79,0,12,23,90,15,4,14,28,82,2000
Tom Hammonds,56,372,42,97,0,33,56,101,10,8,3,21,117,2000
Anfernee Hardaway,60,2253,378,798,33,226,286,347,315,94,38,153,1015,2000
Tim Hardaway,52,1672,246,638,94,110,133,150,385,49,4,119,696,2000
Ron Harper,80,2042,212,531,33,100,147,337,270,85,39,132,557,2000
Matt Harpring,4,63,4,17,2,6,7,12,8,5,1,1,16,2000
Al Harrington,50,854,121,264,8,78,111,159,38,25,9,65,328,2000
Othella Harrington,82,2677,420,830,0,236,298,563,97,36,58,217,1076,2000
Lucious Harris,77,1510,198,463,38,79,99,187,100,65,6,42,513,2000
Antonio Harvey,19,137,17,30,0,7,12,33,5,1,6,12,41,2000
Hersey Hawkins,61,1622,159,375,55,107,119,175,134,74,15,100,480,2000
Michael Hawkins,12,36,3,13,1,1,2,7,13,0,0,3,8,2000
Alan Henderson,82,2775,429,930,1,224,334,571,77,81,54,139,1083,2000
Cedric Henderson,61,1107,129,326,1,69,104,140,55,39,17,68,328,2000
Mark Hendrickson,15,71,5,8,0,3,4,13,6,2,1,3,13,2000
Chris Herren,45,597,45,124,24,27,40,52,111,15,2,42,141,2000
Grant Hill*,74,2776,696,1422,34,480,604,490,385,103,43,240,1906,2000
Tyrone Hill,68,2155,318,656,0,179,259,625,52,64,27,124,815,2000
Fred Hoiberg,31,845,89,230,32,69,76,110,85,40,2,43,279,2000
Derek Hood,2,4,0,3,0,0,0,1,0,0,0,0,0,2000
Jeff Hornacek,77,2133,358,728,66,171,180,182,202,66,16,113,953,2000
Robert Horry,76,1685,159,363,29,89,113,361,118,84,80,73,436,2000
Allan Houston,82,3169,614,1271,106,280,334,271,224,65,14,186,1614,2000
Juwan Howard,82,2909,509,1108,0,202,275,470,247,67,21,225,1220,2000
Troy Hudson,62,1592,204,541,60,77,95,148,242,43,0,108,545,2000
Larry Hughes,82,2324,459,1147,29,279,377,349,205,115,28,195,1226,2000
Rick Hughes,21,224,35,72,0,12,26,49,9,3,1,14,82,2000
Lindsey Hunter,82,2919,379,892,168,117,154,250,327,129,22,145,1043,2000
Allen Iverson*,70,2853,729,1733,89,442,620,267,328,144,5,230,1989,2000
Bobby Jackson,73,1034,140,346,13,76,98,153,172,48,7,58,369,2000
Jaren Jackson,81,1691,186,488,108,33,51,181,118,54,7,66,513,2000
Jermaine Jackson,7,73,1,11,0,5,8,11,4,3,0,7,7,2000
Jim Jackson,79,2767,507,1235,117,186,212,394,230,57,10,185,1317,2000
Mark Jackson,81,2190,246,570,89,79,98,296,650,76,10,174,660,2000
Sam Jacobson,52,681,108,212,9,30,41,71,32,30,3,33,255,2000
Tim James,4,23,5,14,0,1,3,4,2,0,3,2,11,2000
Antawn Jamison,43,1556,356,756,2,127,208,359,90,30,15,113,841,2000
Harold Jamison,12,74,7,20,0,4,18,21,4,2,1,4,18,2000
Anthony Johnson,56,637,62,164,2,28,39,51,72,33,4,32,154,2000
Avery Johnson,82,2571,402,850,1,114,155,158,491,76,18,140,919,2000
DeMarco Johnson,5,37,3,9,0,0,0,7,0,1,0,3,6,2000
Ervin Johnson,80,2129,144,279,0,95,157,648,44,81,127,80,383,2000
Kevin Johnson,6,113,16,28,1,7,7,16,24,2,0,7,40,2000
Larry Johnson,70,2281,282,652,58,128,167,380,175,42,7,94,750,2000
Charles Jones,56,662,66,201,39,17,23,62,94,30,5,28,188,2000
Damon Jones,55,612,80,208,41,32,48,55,96,18,1,40,233,2000
Eddie Jones,72,2807,478,1119,128,362,419,343,305,192,49,160,1446,2000
Jumaine Jones,33,138,22,58,2,11,18,38,5,6,5,14,57,2000
Popeye Jones,40,330,44,104,2,14,19,103,19,3,6,13,104,2000
Reggie Jordan,36,243,17,53,0,7,13,41,32,12,2,19,41,2000
Adam Keefe,62,604,53,130,0,29,36,136,34,17,13,46,135,2000
Shawn Kemp,82,2492,484,1160,2,493,635,725,138,100,96,291,1463,2000
Steve Kerr,32,268,32,74,16,9,11,19,12,4,0,7,89,2000
Jerome Kersey,72,1310,146,354,0,29,41,225,69,67,47,51,321,2000
Lari Ketner,22,132,13,32,0,8,12,34,1,4,3,10,34,2000
Jason Kidd*,67,2616,350,855,56,203,245,483,678,134,28,226,959,2000
Gerard King,62,1060,139,277,0,49,66,250,49,34,15,41,327,2000
Kerry Kittles,62,1896,305,698,96,101,127,225,142,79,19,56,807,2000
Joe Kleine,7,31,4,11,0,3,3,6,2,1,0,2,11,2000
Brevin Knight,65,1754,230,558,2,140,184,193,458,107,21,157,602,2000
Travis Knight,63,410,46,118,0,17,28,129,23,6,23,26,109,2000
Toni Kukoč,56,1784,297,728,44,192,265,273,265,77,28,146,830,2000
Christian Laettner,82,2443,379,801,7,237,292,553,186,83,45,186,1002,2000
Raef LaFrentz,81,2435,392,879,60,162,236,641,97,42,180,96,1006,2000
Andrew Lang,19,244,28,64,0,3,7,60,3,8,6,5,59,2000
Antonio Lang,10,38,1,6,0,4,5,5,2,4,1,2,6,2000
Trajan Langdon,10,145,15,40,8,11,11,15,11,5,0,6,49,2000
Rusty LaRue,4,129,15,43,2,5,7,10,11,7,0,7,37,2000
Tim Legler,23,284,28,78,7,14,18,23,24,4,1,6,77,2000
Voshon Lenard,53,1434,228,560,89,84,106,153,136,41,15,80,629,2000
Quincy Lewis,74,896,111,298,23,38,52,113,40,24,15,46,283,2000
Rashard Lewis,82,1575,275,566,40,84,123,336,70,62,36,78,674,2000
Randy Livingston,79,1081,155,373,19,52,62,130,170,49,13,92,381,2000
Grant Long,42,920,74,167,0,55,71,234,43,45,10,49,203,2000
Luc Longley,72,1417,186,399,0,80,97,323,77,22,42,136,452,2000
Felipe López,65,781,111,261,3,67,109,124,44,32,17,53,292,2000
Tyronn Lue,8,146,19,39,4,6,8,12,17,3,0,9,48,2000
George Lynch,75,2416,297,644,15,113,183,582,136,119,38,120,722,2000
Todd MacCulloch,56,528,89,161,0,28,54,146,13,11,37,26,206,2000
Sam Mack,23,333,37,122,21,19,20,39,24,18,1,19,114,2000
Don MacLean,16,143,18,49,2,4,6,23,8,2,1,8,42,2000
Corey Maggette,77,1370,224,469,2,196,261,303,61,24,26,138,646,2000
Dan Majerle,69,2308,170,422,110,56,69,333,206,89,17,62,506,2000
Karl Malone*,82,2947,752,1476,2,589,739,779,304,79,71,231,2095,2000
Matt Maloney,51,1175,114,318,62,37,45,64,138,32,3,63,327,2000
Danny Manning,72,1217,149,339,1,34,52,208,73,62,29,55,333,2000
Stephon Marbury,74,2881,569,1317,66,436,536,240,622,112,15,270,1640,2000
Shawn Marion,51,1260,222,471,4,72,85,332,69,38,53,51,520,2000
Sean Marks,5,12,2,6,0,4,4,2,0,1,1,3,8,2000
Donny Marshall,6,39,3,11,0,5,6,1,0,2,0,3,11,2000
Donyell Marshall,64,2071,331,840,49,199,255,637,167,68,68,123,910,2000
Darrick Martin,71,893,133,350,38,98,119,44,122,28,2,62,402,2000
Jamal Mashburn,76,2828,515,1158,112,186,239,381,298,79,14,180,1328,2000
Anthony Mason,82,3133,317,661,0,314,421,699,367,74,29,160,948,2000
Tony Massenburg,10,109,16,36,0,14,16,27,3,2,5,9,46,2000
Vernon Maxwell,47,989,169,490,67,108,148,79,75,38,9,53,513,2000
Walter McCarty,61,879,78,230,34,39,54,110,70,24,23,67,229,2000
George McCloud,78,2118,266,638,107,148,181,285,246,48,26,134,787,2000
Jelani McCoy,58,746,102,177,0,45,91,179,24,15,46,45,249,2000
Antonio McDyess,81,2698,614,1211,0,323,516,685,159,69,139,230,1551,2000
Tracy McGrady*,79,2462,459,1018,18,277,392,501,263,90,151,160,1213,2000
Jim McIlvaine,66,1048,64,154,0,29,56,230,36,26,117,38,157,2000
Jeff McInnis,25,597,80,186,7,13,17,72,89,15,2,27,180,2000
Derrick McKey,32,634,43,108,10,43,56,135,35,29,13,19,139,2000
Aaron McKie,82,1952,244,593,44,121,146,246,240,108,18,113,653,2000
Roshown McLeod,44,860,131,332,2,54,70,138,52,16,5,59,318,2000
Ron Mercer,68,2377,460,1080,15,213,270,250,158,75,23,151,1148,2000
Andre Miller,82,2093,339,755,10,226,292,280,476,84,17,166,914,2000
Anthony Miller,35,476,52,97,0,26,51,164,16,11,10,19,130,2000
Brad Miller,55,961,135,293,0,153,195,293,45,23,35,48,423,2000
Oliver Miller,51,1088,137,233,0,49,73,261,68,42,80,74,323,2000
Reggie Miller*,81,2987,466,1041,165,373,406,239,187,85,25,129,1470,2000
Chris Mills,20,649,123,292,8,68,84,123,47,18,4,25,322,2000
Terry Mills,82,1842,214,488,95,25,34,390,85,38,24,46,548,2000
Jason Miskiri,1,3,0,1,0,0,0,0,1,0,0,0,0,2000
Sam Mitchell,66,1227,168,376,10,81,92,138,111,27,14,44,427,2000
Cuttino Mobley,81,2496,437,1016,104,299,353,288,208,87,32,186,1277,2000
Nazr Mohammed,28,190,21,54,0,12,22,50,2,4,12,18,54,2000
Eric Montross,51,332,17,55,0,6,12,72,7,6,9,22,40,2000
Mikki Moore,29,488,87,140,0,54,68,112,17,9,31,23,228,2000
Alonzo Mourning*,79,2748,652,1184,0,414,582,753,123,40,294,217,1718,2000
Chris Mullin*,47,582,80,187,45,37,41,76,37,28,9,28,242,2000
Eric Murdock,40,693,79,205,16,51,80,77,108,47,5,58,225,2000
Gheorghe Mureșan,30,267,41,90,0,23,38,68,9,0,12,16,105,2000
Lamond Murray,74,2365,460,1019,51,204,268,423,132,105,36,184,1175,2000
Tracy Murray,80,1831,290,670,113,120,141,271,72,45,24,84,813,2000
Dikembe Mutombo*,82,2984,322,573,0,298,421,1157,105,27,269,174,942,2000
Steve Nash*,56,1532,173,363,60,75,85,121,272,37,3,102,481,2000
Tyrone Nesby,73,2317,364,915,94,151,191,275,121,75,31,102,973,2000
Rasho Nesterović,82,1723,206,433,0,59,103,379,93,21,85,71,471,2000
Johnny Newman,82,1763,278,623,72,192,229,154,65,53,11,89,820,2000
Moochie Norris,30,502,69,159,12,57,73,68,94,23,1,30,207,2000
Dirk Nowitzki,82,2938,515,1118,116,289,348,532,203,63,68,141,1435,2000
Jermaine O'Neal,70,859,108,222,0,57,98,229,18,11,55,47,273,2000
Shaquille O'Neal*,79,3163,956,1665,0,432,824,1078,299,36,239,223,2344,2000
Charles Oakley,80,2431,234,560,14,66,85,540,253,102,45,154,548,2000
Lamar Odom,76,2767,449,1024,59,302,420,595,317,91,95,258,1259,2000
Hakeem Olajuwon*,44,1049,193,421,0,69,112,274,61,41,70,73,455,2000
Kevin Ollie,40,290,22,49,0,28,37,31,46,10,0,10,72,2000
Michael Olowokandi,80,2493,330,756,0,123,189,656,38,35,140,177,783,2000
Greg Ostertag,81,1606,124,267,0,119,187,482,18,20,172,79,367,2000
Bo Outlaw,82,2326,204,339,0,82,162,525,245,113,148,133,490,2000
Doug Overton,48,432,61,154,10,20,21,33,53,10,0,20,152,2000
Billy Owens,62,1305,150,358,11,63,106,301,97,33,21,85,374,2000
Robert Pack,29,665,96,230,4,63,78,42,168,31,3,76,259,2000
Scott Padgett,47,432,44,140,13,19,27,88,25,14,8,22,120,2000
Milt Palacio,53,394,43,98,0,22,37,51,48,20,0,44,108,2000
Anthony Parker,16,185,24,57,1,8,11,27,10,8,4,11,57,2000
Cherokee Parks,56,808,72,145,0,24,37,183,35,29,45,28,168,2000
Andrae Patterson,5,20,3,4,0,0,0,2,1,1,0,1,6,2000
Ruben Patterson,81,2097,354,661,12,222,321,434,126,94,40,144,942,2000
Gary Payton*,82,3425,747,1666,177,311,423,529,732,153,18,224,1982,2000
Anthony Peeler,82,2073,316,725,85,87,109,232,195,62,10,85,804,2000
Will Perdue,67,1012,59,168,0,50,105,262,65,14,42,78,168,2000
Sam Perkins,81,1620,184,441,89,80,97,289,68,31,33,63,537,2000
Elliot Perry,60,803,128,294,11,50,62,61,139,39,1,60,317,2000
Chuck Person,37,340,37,123,24,4,8,53,22,5,2,12,102,2000
Wesley Person,79,2056,280,654,106,61,77,267,146,40,19,60,727,2000
Bobby Phills,28,825,152,335,30,47,65,71,79,41,8,48,381,2000
Eric Piatkowski,75,1712,238,573,93,85,100,222,81,44,13,57,654,2000
Paul Pierce,73,2583,486,1099,96,359,450,396,221,152,62,178,1427,2000
Scottie Pippen*,82,2749,388,860,86,160,223,513,406,117,41,208,1022,2000
Scot Pollard,76,1336,149,283,0,114,159,404,43,55,59,50,412,2000
Olden Polynice,82,1819,203,398,1,28,90,453,37,30,84,70,435,2000
Terry Porter,68,1613,207,463,90,137,170,191,221,50,9,100,641,2000
James Posey,81,2052,230,536,82,120,150,317,146,98,33,95,662,2000
Vitaly Potapenko,79,1797,307,615,0,109,160,499,77,41,29,145,723,2000
Brent Price,41,424,41,119,25,34,39,37,69,17,1,47,141,2000
Laron Profit,33,225,21,59,3,4,10,26,25,7,4,19,49,2000
Aleksandar Radojević,3,24,2,7,0,3,6,8,1,2,1,5,7,2000
Theo Ratliff,57,1795,247,491,0,182,236,435,36,32,171,108,676,2000
Eldridge Recasner,7,28,3,7,1,0,0,4,5,0,0,0,7,2000
Bryant Reeves,69,1773,252,562,0,107,165,390,82,33,38,119,611,2000
Khalid Reeves,3,48,3,12,0,5,5,4,13,2,0,6,11,2000
Don Reid,38,498,60,112,0,24,34,102,11,24,31,23,144,2000
J.R. Reid,34,602,53,127,1,43,56,117,18,19,5,20,150,2000
Rodrick Rhodes,1,8,0,3,0,0,0,1,0,2,0,2,0,2000
Glen Rice,80,2530,421,980,84,346,396,327,176,47,12,114,1272,2000
Mitch Richmond*,74,2397,447,1049,93,298,340,213,185,110,13,154,1285,2000
Isaiah Rider,60,2084,449,1072,56,204,260,258,219,41,6,168,1158,2000
Stanley Roberts,5,51,5,16,0,0,3,15,3,1,1,2,10,2000
Ryan Robertson,1,25,2,6,0,1,1,0,0,0,0,0,5,2000
Clifford Robinson,80,2839,530,1142,120,298,381,359,224,90,61,166,1478,2000
David Robinson*,80,2557,528,1031,0,371,511,770,142,97,183,164,1427,2000
Eddie Robinson,67,1112,212,386,0,47,64,184,32,48,25,39,471,2000
Glenn Robinson,81,2909,690,1461,86,227,283,485,193,78,41,223,1693,2000
Dennis Rodman*,12,389,12,31,0,10,14,171,14,2,1,19,34,2000
Carlos Rogers,53,1101,170,324,1,81,137,275,42,14,34,63,422,2000
Rodney Rogers,82,2286,428,881,115,159,249,447,170,94,47,163,1130,2000
Roy Rogers,40,355,35,88,0,19,41,80,9,2,38,10,89,2000
Sean Rooks,71,1001,122,283,0,65,89,248,68,29,52,70,309,2000
Jalen Rose,80,2978,563,1196,77,254,307,387,320,84,49,188,1457,2000
Malik Rose,74,1341,176,385,1,143,198,335,47,35,52,99,496,2000
Michael Ruffin,71,975,58,138,0,43,88,250,44,26,26,59,159,2000
Bryon Russell,82,2900,408,914,106,237,316,427,158,128,23,101,1159,2000
Arvydas Sabonis*,66,1688,302,598,7,167,198,513,118,43,78,97,778,2000
John Salley,45,303,25,69,0,21,28,65,26,8,14,18,71,2000
Detlef Schrempf,77,1662,187,433,21,179,215,332,197,37,17,100,574,2000
Dennis Scott,66,1263,125,333,71,48,57,106,69,28,9,30,369,2000
Malik Sealy,82,2392,371,780,10,177,218,352,197,76,19,110,929,2000
Brian Shaw,74,1249,123,322,18,41,54,216,201,35,14,75,305,2000
Dickey Simpkins,69,1651,111,274,0,65,120,372,100,22,22,128,287,2000
Brian Skinner,33,775,68,134,0,43,65,201,11,16,44,37,179,2000
Joe Smith,78,1975,289,623,1,195,258,484,88,45,85,119,774,2000
Michael Smith,46,1145,108,192,0,73,101,331,56,27,23,45,289,2000
