name,games,minutes,fg,fga,3p,ft,fta,reb,ast,stl,blk,to,pts,year
Jorge Garbajosa,7,74,8,25,6,0,0,15,3,3,0,1,22,2008
Francisco García,79,2096,348,752,113,162,208,264,128,96,50,128,971,2008
Thomas Gardner,4,45,9,23,3,0,2,4,1,0,0,4,21,2008
Kevin Garnett*,71,2328,534,990,0,269,336,655,244,100,89,138,1337,2008
Pat Garrity,31,284,27,80,8,4,5,44,13,6,1,17,66,2008
Pau Gasol,66,2351,475,890,4,292,362,553,211,30,98,124,1246,2008
Rudy Gay,81,3000,625,1355,134,248,316,499,158,111,79,190,1632,2008
Mickaël Gelabale,39,465,69,157,16,14,18,58,33,10,9,27,168,2008
Devean George,53,821,74,207,22,24,34,137,35,19,13,24,194,2008
Daniel Gibson,58,1765,201,465,118,85,105,134,145,47,14,76,605,2008
Eddie Gill,14,154,12,31,5,9,9,22,22,7,2,9,38,2008
Manu Ginóbili,74,2299,453,984,156,380,442,354,332,109,33,200,1442,2008
Gordan Giriček,56,831,133,302,36,23,26,96,62,24,4,52,325,2008
Ryan Gomes,82,2434,392,857,59,190,229,475,145,65,10,96,1033,2008
Drew Gooden,69,2122,332,740,0,162,215,590,81,48,53,122,826,2008
Ben Gordon,72,2291,464,1069,142,266,293,221,213,55,8,150,1336,2008
Marcin Gortat,6,41,8,17,0,2,3,16,2,1,1,2,18,2008
Joey Graham,38,331,49,113,2,38,45,67,15,3,0,23,138,2008
Stephen Graham,22,128,34,58,7,12,16,22,9,4,1,10,87,2008
Danny Granger,80,2876,537,1205,171,322,378,486,166,95,84,171,1567,2008
Aaron Gray,61,613,103,204,0,56,99,168,41,21,16,57,262,2008
Gerald Green,30,362,52,151,15,34,41,64,29,8,4,32,153,2008
Jeff Green,80,2253,320,749,21,177,238,379,119,46,49,158,838,2008
Taurean Green,17,74,7,25,2,11,12,10,11,2,0,9,27,2008
Willie Green,74,1970,379,870,51,112,148,182,151,54,22,109,921,2008
Orien Greene,7,61,3,11,0,0,0,6,3,3,1,7,6,2008
Adrian Griffin,35,307,30,76,0,5,9,59,27,17,2,21,65,2008
Richard Hamilton,72,2424,499,1030,62,184,221,235,299,73,10,132,1244,2008
Anfernee Hardaway,16,325,22,60,8,8,9,35,35,19,1,13,60,2008
Matt Harpring,76,1374,237,474,2,146,205,240,82,45,14,95,622,2008
Al Harrington,81,2190,401,923,153,147,190,439,132,74,16,90,1102,2008
Othella Harrington,22,166,18,42,0,10,16,42,4,1,4,11,46,2008
Devin Harris,64,2022,321,693,56,248,301,173,369,90,10,161,946,2008
Mike Harris,17,159,27,54,0,8,13,54,3,6,3,9,62,2008
David Harrison,55,702,90,170,0,49,96,118,14,20,59,58,229,2008
Jason Hart,57,606,58,180,11,38,45,55,86,30,3,28,165,2008
Udonis Haslem,49,1805,237,507,0,115,142,443,68,39,18,67,589,2008
Trenton Hassell,63,773,57,135,2,7,10,83,41,13,3,22,123,2008
Spencer Hawes,71,931,146,318,4,38,58,230,44,14,40,56,334,2008
Chuck Hayes,79,1575,113,221,0,11,24,427,91,85,43,62,237,2008
Jarvis Hayes,82,1287,217,504,73,45,60,178,62,47,6,47,552,2008
Brendan Haywood,80,2228,316,599,0,216,294,576,71,31,133,108,848,2008
Luther Head,73,1379,206,477,79,66,81,135,138,44,9,70,557,2008
Walter Herrmann,45,373,56,144,20,21,25,73,18,7,1,12,153,2008
Nenê,16,266,29,71,0,27,49,87,15,9,14,21,85,2008
Grant Hill*,70,2222,358,712,33,170,196,353,203,65,56,96,919,2008
Kirk Hinrich,75,2380,330,797,84,118,142,244,452,87,19,157,862,2008
Ryan Hollins,60,532,46,94,0,55,82,107,14,10,30,25,147,2008
Al Horford,81,2540,333,668,0,155,212,785,124,60,76,137,821,2008
Robert Horry,45,583,38,119,18,18,28,109,47,21,19,22,112,2008
Eddie House,78,1480,217,531,117,33,36,167,152,59,10,76,584,2008
Dwight Howard,82,3088,583,974,0,529,897,1161,110,74,176,263,1695,2008
Josh Howard,76,2757,567,1247,67,312,384,532,164,59,32,114,1513,2008
Juwan Howard,50,353,23,64,0,11,14,81,17,5,2,17,57,2008
Troy Hudson,9,93,9,31,4,6,6,7,9,3,0,7,28,2008
Larry Hughes,68,2020,305,801,67,150,188,230,181,99,17,116,827,2008
Kris Humphries,70,925,161,333,0,75,124,259,28,25,28,47,397,2008
Lindsey Hunter,24,215,22,64,7,7,9,13,33,13,2,13,58,2008
Steven Hunter,19,120,15,28,0,9,20,29,0,0,6,7,39,2008
Andre Iguodala,82,3242,582,1277,101,365,506,446,391,171,49,214,1630,2008
Zydrunas Ilgauskas,73,2222,417,879,0,195,243,682,104,34,120,135,1029,2008
D.J. Mbenga,42,326,39,84,0,5,12,72,10,7,26,12,83,2008
Allen Iverson*,82,3424,712,1556,95,645,797,243,586,160,12,245,2164,2008
Royal Ivey,75,1437,149,378,35,85,117,118,160,45,7,75,418,2008
Jarrett Jack,82,2229,267,620,65,215,248,234,313,61,1,178,814,2008
Bobby Jackson,72,1389,204,506,81,64,81,181,139,45,5,59,553,2008
Luke Jackson,14,228,26,80,11,16,23,33,17,8,0,9,79,2008
Stephen Jackson,73,2855,488,1204,182,308,370,318,300,92,29,197,1466,2008
Casey Jacobsen,53,547,39,115,16,13,17,65,20,5,1,16,107,2008
Jerome James,2,5,1,1,0,2,2,3,0,0,0,0,4,2008
LeBron James,75,3027,794,1642,113,549,771,592,539,138,81,255,2250,2008
Mike James,54,720,101,290,31,39,48,69,60,21,2,36,272,2008
Antawn Jamison,79,3061,618,1417,120,333,438,806,120,106,34,113,1689,2008
Marko Jarić,75,2189,227,528,46,121,163,222,311,97,32,128,621,2008
Al Jefferson,82,2919,721,1441,0,284,394,911,117,74,119,167,1726,2008
Richard Jefferson,82,3200,619,1328,77,542,679,342,252,76,21,199,1857,2008
Jared Jeffries,73,1325,108,270,4,49,93,243,66,36,23,64,269,2008
Yi Jianlian,66,1647,219,520,6,122,145,344,55,36,56,90,566,2008
Alexander Johnson,43,549,61,125,0,57,83,94,13,13,10,42,179,2008
Amir Johnson,62,764,92,165,0,37,55,235,29,24,82,39,221,2008
Anthony Johnson,69,1531,155,355,42,35,43,137,262,52,9,84,387,2008
DerMarr Johnson,5,28,7,14,3,0,2,1,1,1,0,0,17,2008
Joe Johnson,82,3343,647,1497,169,316,379,367,474,84,18,223,1779,2008
Linton Johnson,8,63,9,19,1,2,2,14,4,0,1,5,21,2008
Bobby Jones,47,531,60,140,18,40,51,92,28,15,3,28,178,2008
Dahntay Jones,25,206,23,53,1,34,51,35,12,8,6,10,81,2008
Damon Jones,67,1336,151,363,115,20,28,72,126,19,1,36,437,2008
Dwayne Jones,56,472,25,47,0,28,58,140,10,10,25,17,78,2008
Eddie Jones,47,922,66,180,34,10,14,132,69,26,8,29,176,2008
Fred Jones,70,1757,182,432,74,94,126,170,166,48,18,78,532,2008
James Jones,58,1276,143,327,91,86,98,161,34,24,15,28,463,2008
Solomon Jones,35,145,12,30,0,11,20,42,0,3,5,11,35,2008
Chris Kaman,56,2083,338,700,0,202,265,711,107,33,155,164,878,2008
Jason Kapono,81,1530,243,498,57,37,43,120,65,34,2,58,580,2008
Coby Karl,17,71,9,26,4,8,10,14,9,4,2,5,30,2008
Viktor Khryapa,9,105,12,31,0,8,14,20,8,6,0,6,32,2008
Jason Kidd*,80,2906,305,793,119,135,165,600,806,136,26,266,864,2008
Tarence Kinsey,11,96,16,38,3,5,6,12,2,3,0,3,40,2008
Andrei Kirilenko,72,2217,275,544,44,198,257,339,285,86,109,140,792,2008
Linas Kleiza,79,1889,311,659,94,164,213,333,95,44,19,89,880,2008
Brevin Knight,74,1674,138,342,0,62,71,142,328,100,11,71,338,2008
Kyle Korver,75,1732,255,575,111,119,130,172,101,42,29,75,740,2008
Nenad Krstić,45,812,123,300,0,52,69,200,27,9,17,41,298,2008
Raef LaFrentz,39,291,27,61,0,11,19,67,6,12,17,10,65,2008
Carl Landry,42,711,135,219,0,72,109,207,21,17,7,26,342,2008
Keith Langford,2,10,1,4,0,0,0,2,0,0,0,0,2,2008
Stéphane Lasme,16,303,32,71,0,19,32,53,3,13,22,15,83,2008
Acie Law,56,865,95,237,7,38,48,57,113,29,0,56,235,2008
David Lee,81,2356,341,618,0,194,237,724,95,55,29,97,876,2008
Rashard Lewis,81,3076,516,1135,226,218,260,437,196,99,38,140,1476,2008
Kyle Lowry,82,2089,256,592,36,243,348,250,296,92,22,127,791,2008
Tyronn Lue,50,736,113,253,39,25,32,54,74,11,1,27,290,2008
Mark Madsen,20,151,3,19,0,3,12,38,4,3,2,9,9,2008
Corey Maggette,70,2502,458,1000,78,553,681,394,189,71,7,195,1547,2008
Jamaal Magloire,31,286,18,55,0,20,44,89,7,1,10,30,56,2008
Ian Mahinmi,6,23,6,12,0,9,9,5,1,0,4,2,21,2008
Stephon Marbury,24,805,111,265,28,83,116,59,113,21,2,48,333,2008
Shawn Marion,63,2315,400,787,66,106,150,643,138,125,85,86,972,2008
Sean Marks,19,130,23,43,1,12,19,36,4,3,10,8,59,2008
Donyell Marshall,26,340,32,98,15,19,22,76,10,6,16,15,98,2008
Darrick Martin,17,141,10,43,2,5,6,7,21,6,0,1,27,2008
Kenyon Martin,71,2159,376,699,2,123,212,461,90,88,85,91,877,2008
Kevin Martin,61,2216,417,914,107,502,578,273,129,62,5,131,1443,2008
Desmond Mason,59,1702,230,477,0,114,173,256,121,40,30,83,574,2008
Roger Mason,80,1708,266,600,130,62,71,130,134,40,18,69,724,2008
Jason Maxiell,82,1768,240,446,0,171,270,433,46,21,94,71,651,2008
Rashad McCants,75,2020,428,944,142,116,155,206,162,66,18,172,1114,2008
Jelani McCoy,6,33,1,1,0,1,2,7,0,0,5,4,3,2008
Antonio McDyess,78,2285,293,600,0,97,156,666,89,61,53,75,683,2008
Tracy McGrady*,66,2440,548,1307,86,245,358,339,387,68,30,160,1427,2008
Dominic McGuire,70,695,39,103,1,14,32,139,40,20,26,40,93,2008
Jeff McInnis,54,1410,108,249,3,23,30,96,220,23,3,76,242,2008
Josh McRoberts,8,28,6,10,0,0,0,10,2,1,0,2,12,2008
Chris Mihm,23,278,32,95,0,18,27,77,13,4,14,17,82,2008
C.J. Miles,60,689,113,236,30,41,52,78,53,32,8,27,297,2008
Darko Miličić,70,1663,219,500,0,67,121,424,58,32,114,101,505,2008
Andre Miller,82,3016,569,1156,3,257,333,324,565,105,6,206,1398,2008
Brad Miller,72,2513,337,728,28,262,309,681,264,69,74,164,964,2008
Mike Miller,70,2474,414,824,155,164,212,467,240,35,16,182,1147,2008
Paul Millsap,82,1702,253,502,0,155,229,460,81,72,73,87,661,2008
Yao Ming*,55,2044,432,852,0,345,406,594,129,25,111,183,1209,2008
Cuttino Mobley,77,2702,377,870,67,163,199,275,202,78,34,123,984,2008
Nazr Mohammed,82,1650,272,528,0,95,163,494,72,45,60,101,639,2008
Jamario Moon,78,2166,279,575,40,63,85,484,90,80,108,51,661,2008
Mikki Moore,82,2385,282,489,0,134,182,494,84,35,46,110,698,2008
Randolph Morris,18,181,21,58,0,14,29,37,2,4,2,9,56,2008
Alonzo Mourning*,25,389,52,95,0,45,76,93,7,4,42,25,149,2008
Troy Murphy,75,2106,315,693,94,192,241,543,165,49,32,96,916,2008
Ronald Murray,42,874,154,367,20,68,98,83,144,38,4,84,396,2008
Dikembe Mutombo*,39,619,43,80,0,32,45,199,5,11,48,17,118,2008
Boštjan Nachbar,75,1660,245,609,94,154,196,260,88,44,21,85,738,2008
Eduardo Nájera,78,1664,174,368,53,63,89,337,95,69,40,59,464,2008
Steve Nash*,81,2780,485,962,179,222,245,282,898,53,5,295,1371,2008
Juan Carlos Navarro,82,2117,308,766,156,124,146,210,177,48,1,134,896,2008
Jameer Nelson,69,1961,283,603,64,125,151,243,383,63,4,141,755,2008
Rasho Nesterović,71,1486,257,467,1,37,49,342,82,20,52,60,552,2008
Ira Newble,49,698,76,174,16,20,26,125,18,28,8,34,188,2008
Demetris Nichols,14,44,6,23,3,0,0,5,1,0,3,4,15,2008
Joakim Noah,74,1534,177,367,0,134,194,416,84,68,64,89,488,2008
Andrés Nocioni,82,2021,379,877,126,196,243,342,95,25,43,133,1080,2008
Steve Novak,35,264,49,102,34,3,4,35,6,2,3,4,135,2008
Dirk Nowitzki,77,2769,630,1314,79,478,544,659,266,51,71,160,1817,2008
Patrick O'Bryant,24,99,16,29,0,3,5,29,4,4,9,7,35,2008
Jermaine O'Neal,42,1206,225,512,0,121,163,283,93,20,87,106,571,2008
Shaquille O'Neal*,61,1748,331,558,0,170,338,554,93,32,88,181,832,2008
Fabricio Oberto,82,1644,180,296,0,37,61,430,95,37,20,51,397,2008
Lamar Odom,77,2921,417,795,31,229,328,819,273,75,72,156,1094,2008
Emeka Okafor,82,2718,460,860,0,213,374,876,70,62,138,164,1133,2008
Mehmet Okur,72,2390,374,841,114,185,230,556,145,55,29,104,1047,2008
Kevin Ollie,40,300,29,69,0,12,15,19,38,10,0,5,70,2008
Bo Outlaw,2,7,2,3,0,0,0,0,0,0,0,1,4,2008
Travis Outlaw,82,2186,417,964,40,218,294,376,106,59,63,107,1092,2008
Andre Owens,31,392,40,107,18,25,34,47,47,13,3,24,123,2008
Zaza Pachulia,62,944,107,245,0,108,153,248,36,24,13,69,322,2008
Jannero Pargo,80,1497,254,652,65,71,81,130,192,50,5,93,644,2008
Anthony Parker,82,2634,395,829,133,102,125,334,183,79,17,87,1025,2008
Smush Parker,28,592,64,184,18,19,28,51,84,24,6,44,165,2008
Tony Parker,69,2312,515,1043,17,248,347,221,411,55,8,164,1295,2008
Ruben Patterson,20,327,39,86,0,24,43,64,17,21,7,27,102,2008
Chris Paul,80,3006,630,1291,92,332,390,321,925,217,4,201,1684,2008
Sasha Pavlović,51,1188,146,403,34,53,77,128,82,29,6,55,379,2008
Oleksiy Pecherov,35,320,44,125,17,20,31,66,7,6,5,17,125,2008
Kendrick Perkins,78,1912,214,348,0,114,183,474,84,31,114,125,542,2008
Kosta Perović,7,38,3,10,0,4,6,13,1,0,2,1,10,2008
Morris Peterson,76,1796,215,516,113,65,85,206,67,47,7,41,608,2008
Johan Petro,72,1310,184,439,0,64,87,370,32,35,42,73,432,2008
Eric Piatkowski,16,113,12,33,11,4,4,12,10,0,1,6,39,2008
Paul Pierce,80,2874,509,1098,143,409,485,411,363,101,36,221,1570,2008
Mickaël Piétrus,66,1316,170,387,66,66,98,242,49,66,43,48,472,2008
Scot Pollard,22,173,12,23,0,15,22,37,3,3,6,5,39,2008
James Posey,74,1821,173,414,106,93,115,322,114,72,19,65,545,2008
Leon Powe,56,809,154,269,0,137,193,227,15,15,16,43,445,2008
Josh Powell,64,1228,145,315,0,63,87,331,47,14,23,65,353,2008
Kasib Powell,11,304,35,95,8,6,9,44,18,9,2,5,84,2008
Ronnie Price,61,588,88,204,26,26,38,46,78,32,3,30,228,2008
Tayshaun Prince,82,2694,421,940,53,185,241,398,268,42,33,91,1080,2008
Gabe Pruitt,15,95,14,39,3,1,2,8,13,5,0,5,32,2008
Joel Przybilla,77,1819,144,250,0,83,122,649,27,13,93,95,371,2008
Chris Quinn,60,1340,158,373,64,85,98,118,178,46,4,55,465,2008
Vladimir Radmanović,65,1483,198,437,95,52,65,215,123,46,12,73,543,2008
Shavlik Randolph,9,27,4,14,0,0,0,11,3,1,3,2,8,2008
Zach Randolph,69,2244,486,1058,22,223,289,710,140,59,16,186,1217,2008
Theo Ratliff,26,437,41,85,0,29,43,89,14,7,37,21,111,2008
Michael Redd,72,2702,550,1243,130,402,490,309,247,65,13,181,1632,2008
J.J. Redick,34,276,48,108,17,27,34,23,16,4,0,15,140,2008
Chris Richard,52,556,41,87,0,16,27,135,18,10,12,24,98,2008
Jason Richardson,82,3149,648,1468,243,249,331,441,258,116,57,166,1788,2008
Jeremy Richardson,27,132,16,44,7,2,2,9,2,3,0,6,41,2008
Quentin Richardson,65,1841,199,555,69,60,88,315,116,44,15,69,527,2008
Luke Ridnour,61,1223,147,368,21,78,91,94,241,37,14,80,393,2008
Nate Robinson,72,1883,331,782,97,154,196,222,212,60,1,103,913,2008
Sergio Rodríguez,72,628,69,196,17,25,38,58,123,24,0,53,180,2008
Rajon Rondo,77,2306,351,713,5,107,175,322,393,129,13,147,814,2008
Malik Rose,49,494,66,180,2,37,51,103,28,16,7,40,171,2008
Quinton Ross,76,1505,131,335,9,40,60,172,88,43,33,29,311,2008
Brandon Roy,74,2792,531,1170,73,281,373,348,430,79,16,136,1416,2008
Michael Ruffin,46,632,33,62,0,25,63,186,24,31,19,19,91,2008
Kareem Rush,71,1504,228,569,102,30,42,168,89,42,19,62,588,2008
John Salmons,81,2517,381,799,39,214,260,349,208,93,31,170,1015,2008
Cheikh Samb,4,31,3,4,0,1,2,7,0,1,2,1,7,2008
Brian Scalabrine,48,512,29,94,15,15,20,79,40,9,8,26,88,2008
Luis Scola,82,2024,345,670,0,157,235,525,106,60,19,105,847,2008
Thabo Sefolosha,69,1436,180,421,29,75,104,255,129,61,30,93,464,2008
