name,games,minutes,fg,fga,3p,ft,fta,reb,ast,stl,blk,to,pts,year
Ryan Humphrey,2,11,1,4,0,0,0,3,1,1,0,2,2,2004
Brandon Hunter,36,406,53,116,0,19,43,118,19,13,1,22,125,2004
Lindsey Hunter,33,661,49,143,14,5,8,67,85,39,6,34,117,2004
Steven Hunter,59,789,82,155,0,23,69,170,12,5,73,29,187,2004
Zydrunas Ilgauskas,81,2539,466,965,2,303,406,653,109,39,201,163,1237,2004
Allen Iverson*,48,2040,435,1125,57,339,455,178,324,115,5,209,1266,2004
Bobby Jackson,50,1185,263,592,81,82,109,174,105,49,8,63,689,2004
Jim Jackson,80,3119,382,900,162,107,127,487,226,86,23,175,1033,2004
Marc Jackson,22,598,71,171,0,64,81,126,18,12,6,24,206,2004
Mark Jackson,42,577,34,100,7,28,39,70,119,17,1,53,103,2004
Stephen Jackson,80,2940,536,1261,145,233,297,370,244,142,20,223,1450,2004
Casey Jacobsen,78,1828,150,360,75,91,111,201,98,48,9,68,466,2004
Jerome James,65,990,129,259,0,66,100,230,32,20,60,82,324,2004
LeBron James,79,3122,622,1492,63,347,460,432,465,130,58,273,1654,2004
Mike James,81,2196,272,657,106,103,127,234,339,96,3,124,753,2004
Antawn Jamison,82,2376,488,913,16,220,294,520,70,83,30,81,1212,2004
Marko Jarić,58,1760,185,477,51,74,101,175,281,93,20,115,495,2004
Chris Jefferies,21,195,27,72,17,13,20,29,7,4,7,19,84,2004
Richard Jefferson,82,3133,555,1115,48,357,468,464,315,92,28,198,1515,2004
Jared Jeffries,82,1913,177,469,5,105,171,424,93,48,28,107,464,2004
Britton Johnsen,20,290,17,59,1,7,16,45,12,7,1,14,42,2004
Anthony Johnson,73,1598,167,411,41,75,94,130,202,64,8,75,450,2004
Avery Johnson,46,637,80,199,0,52,78,33,111,26,3,51,212,2004
DerMarr Johnson,21,287,36,97,13,28,31,39,11,8,7,16,113,2004
Ervin Johnson,66,965,55,103,0,17,28,232,24,27,43,30,127,2004
Joe Johnson,82,3331,555,1291,83,174,232,385,362,93,26,199,1367,2004
Linton Johnson,41,734,72,203,7,22,37,183,27,37,32,37,173,2004
Dahntay Jones,20,154,15,53,1,5,11,23,12,5,6,12,36,2004
Damon Jones,82,2016,210,524,98,55,72,170,478,30,4,103,573,2004
Eddie Jones,81,2998,473,1156,177,278,333,308,258,92,34,129,1401,2004
Fred Jones,81,1508,123,311,27,124,149,126,173,65,18,73,397,2004
James Jones,6,26,2,9,1,2,2,2,0,1,0,0,7,2004
Jumaine Jones,42,373,33,96,13,14,23,68,14,12,9,19,93,2004
Popeye Jones,5,10,0,2,0,0,0,1,0,0,0,0,0,2004
Chris Kaman,82,1843,200,435,0,99,142,461,85,23,73,155,499,2004
Jason Kapono,41,427,52,129,21,20,24,55,14,13,2,21,145,2004
Jason Kidd*,67,2450,368,959,94,206,249,428,618,122,14,214,1036,2004
Andrei Kirilenko,78,2895,412,931,68,392,496,629,244,150,215,215,1284,2004
Kerry Kittles,82,2842,434,959,97,107,136,327,206,125,40,95,1072,2004
Brevin Knight,56,1037,105,246,2,49,65,112,204,84,1,72,261,2004
Kyle Korver,74,882,115,327,81,19,24,111,40,25,8,41,330,2004
Toni Kukoč,73,1522,211,506,49,145,199,271,200,59,21,110,616,2004
Christian Laettner,48,984,119,256,6,40,50,232,89,37,28,42,284,2004
Raef LaFrentz,17,328,57,124,8,10,13,79,24,8,13,11,132,2004
Maciej Lampe,21,224,43,88,0,10,13,44,9,3,3,15,96,2004
Sean Lampley,10,63,13,20,0,8,12,11,2,0,1,3,34,2004
Dan Langhi,6,37,5,14,1,2,2,4,0,0,0,2,13,2004
Rusty LaRue,4,22,1,3,1,1,2,3,2,2,0,4,4,2004
Voshon Lenard,73,2233,394,933,106,144,182,200,151,61,12,101,1038,2004
Quincy Lewis,14,65,7,20,2,0,0,7,2,2,2,3,16,2004
Rashard Lewis,80,2931,535,1229,145,206,270,518,175,99,54,135,1421,2004
Randy Livingston,4,48,2,10,0,4,6,7,4,2,0,4,8,2004
Raül López,82,1617,223,517,25,101,117,155,305,62,2,174,572,2004
Tyronn Lue,76,2332,309,714,80,101,131,187,317,61,5,124,799,2004
George Lynch,78,1701,149,375,43,34,51,312,117,48,18,64,375,2004
Mark Madsen,72,1246,101,204,0,57,118,272,28,33,18,47,259,2004
Corey Maggette,73,2628,453,1013,76,526,620,430,224,65,16,207,1508,2004
Jamaal Magloire,82,2777,383,809,0,353,470,847,86,43,101,201,1119,2004
Karl Malone*,42,1373,193,400,0,168,225,367,163,50,20,103,554,2004
Stephon Marbury,81,3254,598,1386,87,356,436,263,719,129,9,249,1639,2004
Shawn Marion,79,3217,590,1341,90,228,268,737,214,167,104,156,1498,2004
Donyell Marshall,82,2988,470,1020,131,134,182,808,122,93,124,117,1205,2004
Darrick Martin,16,172,20,67,6,9,9,7,23,2,1,7,55,2004
Kenyon Martin,65,2252,439,900,7,201,294,617,160,95,82,168,1086,2004
Jamal Mashburn,19,730,156,398,19,65,80,117,47,14,5,37,396,2004
Desmond Mason,82,2534,409,867,9,356,463,359,152,60,24,148,1183,2004
Roger Mason,26,328,32,98,13,19,22,31,26,11,6,20,96,2004
Tony Massenburg,59,789,104,219,0,43,63,188,29,14,18,45,251,2004
Walter McCarty,77,1900,203,523,137,62,82,239,124,72,22,91,605,2004
Amal McCaskill,59,636,47,117,0,19,27,133,20,12,20,25,113,2004
Antonio McDyess,42,927,126,268,0,38,69,257,36,37,24,57,290,2004
Tracy McGrady*,67,2675,653,1566,174,398,500,402,370,93,42,179,1878,2004
Jeff McInnis,70,2365,334,747,46,114,143,176,430,72,6,120,828,2004
Aaron McKie,75,2112,265,577,75,84,111,253,195,85,23,103,689,2004
Keith McLeod,33,391,27,82,1,33,43,34,59,16,1,29,88,2004
Stanislav Medvedenko,68,1442,237,537,0,89,116,343,57,38,18,59,563,2004
Ron Mercer,39,516,90,211,2,13,17,49,22,14,5,26,195,2004
Chris Mihm,76,1330,186,381,0,110,166,413,21,37,63,90,482,2004
Darius Miles,79,2079,365,753,7,124,193,359,162,67,61,130,861,2004
Darko Miličić,34,159,17,65,0,14,24,43,7,7,15,13,48,2004
Andre Miller,82,2838,430,941,12,342,411,366,501,142,25,215,1214,2004
Brad Miller,72,2621,373,731,12,256,329,743,312,68,86,144,1014,2004
Mike Miller,65,1770,270,616,80,102,141,216,232,59,14,107,722,2004
Oliver Miller,48,506,53,100,0,15,23,130,36,19,26,33,121,2004
Reggie Miller*,80,2254,260,594,134,146,165,188,249,65,11,68,800,2004
Yao Ming*,82,2692,535,1025,0,361,446,735,122,22,156,204,1431,2004
Cuttino Mobley,80,3229,460,1081,164,176,217,362,258,107,33,180,1260,2004
Nazr Mohammed,80,1611,246,472,0,100,169,474,36,55,52,96,592,2004
Jérôme Moïso,35,417,40,84,0,22,38,113,8,17,12,25,102,2004
Mikki Moore,32,395,50,99,0,30,35,84,19,7,13,22,130,2004
Alonzo Mourning*,12,215,33,71,0,30,34,27,8,2,6,10,96,2004
Troy Murphy,28,610,107,243,5,60,80,173,20,12,17,34,279,2004
Lamond Murray,33,518,76,215,21,24,35,90,28,15,7,38,197,2004
Ronald Murray,82,2021,389,915,67,168,235,204,205,81,28,149,1013,2004
Tracy Murray,7,35,3,12,2,0,1,5,1,1,0,2,8,2004
Dikembe Mutombo*,65,1494,141,295,0,81,119,437,25,17,123,54,363,2004
Mamadou N'Diaye,28,366,27,69,0,44,59,112,0,8,25,18,98,2004
Boštjan Nachbar,45,516,47,132,23,21,29,70,30,14,14,23,138,2004
Lee Nailon,57,780,147,327,0,47,58,143,38,15,8,45,341,2004
Eduardo Nájera,58,720,72,162,2,30,46,156,25,35,19,29,176,2004
Steve Nash*,78,2612,397,845,104,230,251,232,687,67,8,209,1128,2004
Rasho Nesterović,82,2353,328,700,0,54,114,633,114,51,165,107,710,2004
Ira Newble,64,1245,108,276,2,36,46,155,72,25,19,54,254,2004
Moochie Norris,66,847,80,217,20,54,71,65,121,44,5,64,234,2004
Dirk Nowitzki,77,2915,605,1310,99,371,423,670,207,92,104,135,1680,2004
Jermaine O'Neal,78,2788,608,1400,2,348,460,778,164,59,199,181,1566,2004
Shaquille O'Neal*,67,2464,554,948,0,331,676,769,196,34,166,195,1439,2004
Charles Oakley,7,25,2,6,0,5,6,5,2,0,0,1,9,2004
Lamar Odom,80,3003,485,1127,61,340,458,776,327,85,71,236,1371,2004
Mehmet Okur,71,1580,251,542,18,162,209,421,69,36,63,101,682,2004
Kevin Ollie,82,1401,95,257,4,147,176,170,234,51,8,81,341,2004
Michael Olowokandi,43,925,121,285,0,36,61,245,24,16,68,54,278,2004
Greg Ostertag,78,2153,208,437,0,113,195,578,123,30,139,99,529,2004
Bo Outlaw,82,1606,159,312,0,61,116,342,90,73,70,69,379,2004
Travis Outlaw,8,19,3,7,0,2,4,4,1,1,0,1,8,2004
Doug Overton,61,1033,99,245,3,23,31,86,138,26,2,58,224,2004
Zaza Pachulia,59,664,68,175,0,58,90,174,13,21,12,34,194,2004
Robert Pack,26,220,22,52,0,5,6,18,27,12,1,16,49,2004
Scott Padgett,58,547,74,167,28,24,32,139,23,12,13,22,200,2004
Milt Palacio,59,1211,104,298,4,45,68,102,184,41,11,87,257,2004
Jannero Pargo,31,479,81,199,22,23,27,37,70,13,6,47,207,2004
Tony Parker,75,2577,423,946,62,191,272,237,411,61,7,179,1099,2004
Cherokee Parks,12,64,4,10,0,4,6,10,1,0,3,2,12,2004
Ruben Patterson,73,1651,200,395,2,105,190,268,139,84,21,105,507,2004
Sasha Pavlović,79,1144,149,376,19,65,84,159,60,41,16,67,382,2004
Gary Payton*,82,2825,482,1024,55,180,252,342,449,96,19,151,1199,2004
Anthony Peeler,75,1391,156,348,68,51,61,153,120,56,10,77,431,2004
Desmond Penigar,10,89,14,28,0,4,4,24,3,2,2,6,32,2004
Kirk Penney,2,18,1,6,1,0,0,1,1,1,0,3,3,2004
Kendrick Perkins,10,35,8,15,0,6,9,14,3,0,2,5,22,2004
Wesley Person,58,1037,126,314,55,31,39,117,66,19,9,38,338,2004
Morris Peterson,82,2148,238,587,126,76,94,261,113,88,14,69,678,2004
Eric Piatkowski,49,703,72,191,43,14,16,73,26,16,5,29,201,2004
Paul Pierce,80,3099,602,1497,115,517,631,522,410,131,52,303,1836,2004
Mickaël Piétrus,53,748,96,231,35,52,75,119,27,32,12,40,279,2004
Scottie Pippen*,23,412,53,140,13,17,27,68,50,21,9,29,136,2004
Zoran Planinić,49,473,53,129,9,38,60,55,68,13,3,36,153,2004
Scot Pollard,61,678,47,114,0,12,21,164,10,23,26,22,106,2004
Mark Pope,4,20,1,2,0,0,1,3,0,1,0,3,2,2004
James Posey,82,2451,368,770,112,278,335,403,122,137,40,112,1126,2004
Vitaly Potapenko,65,1419,200,409,0,59,92,289,53,22,28,77,459,2004
Tayshaun Prince,82,2701,338,723,57,108,141,390,191,63,69,119,841,2004
Joel Przybilla,17,347,18,50,0,13,31,111,7,5,17,18,49,2004
Vladimir Radmanović,77,2321,345,812,140,95,127,406,142,80,42,109,925,2004
Zach Randolph,81,3067,663,1368,1,299,393,851,163,68,41,247,1626,2004
Theo Ratliff,85,2664,266,549,0,140,217,614,71,54,307,120,672,2004
Željko Rebrača,24,273,34,77,0,23,30,58,6,5,11,17,91,2004
Michael Redd,82,3021,633,1439,127,383,441,407,185,81,6,116,1776,2004
Glen Rice,18,262,22,76,5,17,17,41,24,6,0,13,66,2004
Jason Richardson,78,2936,563,1284,77,258,377,524,226,86,41,196,1461,2004
Quentin Richardson,65,2338,425,1068,120,151,204,414,139,67,19,141,1121,2004
Luke Ridnour,69,1114,145,350,27,65,79,108,163,52,7,80,382,2004
Clifford Robinson,82,2846,366,945,112,123,173,322,271,68,73,173,967,2004
Eddie Robinson,51,1024,157,326,1,28,43,104,58,33,10,45,343,2004
Glenn Robinson,42,1336,275,614,34,114,137,189,57,42,9,106,698,2004
Rodney Rogers,69,1409,207,505,50,75,98,307,137,59,27,98,539,2004
Sean Rooks,55,595,54,151,0,33,37,97,29,14,10,22,141,2004
Jalen Rose,66,2497,383,952,69,187,231,266,329,51,22,208,1022,2004
Malik Rose,67,1256,173,404,0,183,225,320,69,36,24,112,529,2004
Michael Ruffin,41,733,38,117,0,16,38,207,41,22,21,42,92,2004
Kareem Rush,72,1244,190,432,48,31,52,97,59,33,20,48,459,2004
Bryon Russell,72,945,98,244,43,50,65,146,71,32,12,37,289,2004
John Salmons,77,1603,161,416,50,71,92,196,134,62,16,77,443,2004
Jamal Sampson,10,130,11,23,0,7,12,52,7,2,4,6,29,2004
Daniel Santiago,54,708,78,163,0,61,90,132,24,19,21,32,217,2004
Brian Scalabrine,69,928,86,218,10,58,70,173,65,21,14,42,240,2004
Ansu Sesay,57,583,81,178,6,32,46,92,19,19,20,23,200,2004
Paul Shirley,7,86,10,23,0,1,3,16,4,1,1,9,21,2004
Bobby Simmons,56,1376,147,373,2,141,169,262,96,51,17,73,437,2004
Brian Skinner,56,1577,255,513,0,79,138,411,49,30,61,78,589,2004
Tamar Slay,22,165,21,60,4,7,14,25,14,7,1,11,53,2004
Jabari Smith,31,168,26,70,0,12,20,31,11,2,6,7,64,2004
Joe Smith,76,2254,311,708,1,207,241,643,78,47,94,82,830,2004
Leon Smith,1,4,1,2,0,0,0,2,0,0,0,0,2,2004
