name,games,minutes,fg,fga,3p,ft,fta,reb,ast,stl,blk,to,pts,year
Jordan Bone,14,196,23,54,10,0,0,24,18,2,0,3,56,2021
Isaac Bonga,40,432,30,81,13,5,8,66,23,11,9,22,78,2021
Devin Booker,67,2270,623,1287,126,340,392,281,289,53,16,207,1712,2021
Chris Boucher,60,1453,288,560,90,152,193,404,63,35,111,46,818,2021
Brian Bowen,6,15,1,4,0,1,1,3,0,0,0,0,3,2021
Avery Bradley,27,602,64,171,33,12,15,57,46,21,3,28,173,2021
Tony Bradley,42,684,131,197,0,38,55,239,37,15,30,33,300,2021
Jarrell Brantley,28,138,25,52,12,2,2,27,15,7,2,8,64,2021
Ignas Brazdeikis,13,249,35,83,11,10,14,45,17,4,3,12,91,2021
Mikal Bridges,72,2348,363,669,134,110,131,309,152,76,63,57,970,2021
Miles Bridges,66,1932,313,622,116,98,113,397,147,44,52,106,840,2021
Amida Brimah,5,29,5,8,0,3,3,8,1,0,5,4,13,2021
Oshae Brissett,21,519,73,151,33,50,65,115,18,19,20,10,229,2021
Malcolm Brogdon,56,1930,444,980,145,153,177,294,329,49,15,115,1186,2021
Armoni Brooks,20,520,78,192,60,7,12,68,30,12,5,22,223,2021
Dillon Brooks,67,1997,432,1031,128,159,195,196,157,78,26,119,1151,2021
Bruce Brown,65,1451,235,423,17,86,117,349,104,58,28,54,573,2021
Charlie Brown,9,152,13,43,5,9,10,17,9,4,2,6,40,2021
Jaylen Brown,58,1999,538,1111,163,191,250,347,195,72,32,158,1430,2021
Moses Brown,43,920,146,268,0,78,126,383,10,31,47,43,370,2021
Sterling Brown,51,1229,150,335,91,25,31,224,72,38,12,41,416,2021
Troy Brown Jr.,34,524,62,144,22,15,21,105,29,10,6,21,161,2021
Jalen Brunson,68,1697,328,627,81,120,151,231,239,35,1,80,857,2021
Elijah Bryant,1,32,6,13,1,3,3,6,3,0,1,4,16,2021
Thomas Bryant,10,271,59,91,9,16,24,61,15,4,8,11,143,2021
Reggie Bullock,65,1949,248,561,163,50,55,223,99,52,11,45,709,2021
Trey Burke,62,911,151,353,58,51,57,54,81,36,7,33,411,2021
Alec Burks,49,1255,210,500,102,101,118,227,107,31,14,49,623,2021
Jimmy Butler,52,1745,366,736,25,359,416,359,369,108,18,109,1116,2021
Bruno Caboclo,6,36,8,17,0,1,2,14,1,0,2,4,17,2021
Devontae Cacok,20,98,17,29,0,5,11,32,1,5,4,5,39,2021
Kentavious Caldwell-Pope,67,1902,218,506,120,97,112,179,127,62,26,66,653,2021
Facundo Campazzo,65,1425,120,315,76,80,91,134,232,79,14,73,396,2021
Vlatko Čančar,41,281,33,72,9,10,13,50,14,11,2,14,85,2021
Devin Cannady,8,74,11,28,6,6,7,5,1,5,1,2,34,2021
Clint Capela,63,1898,413,695,0,130,227,903,49,44,129,73,956,2021
Vernon Carey Jr.,19,115,18,36,1,9,11,27,2,1,5,5,46,2021
Jevon Carter,60,717,94,223,56,4,7,92,71,29,9,16,248,2021
Wendell Carter Jr.,54,1375,230,457,15,131,179,443,104,35,42,78,606,2021
Michael Carter-Williams,31,800,105,270,15,49,80,139,129,25,17,69,274,2021
Alex Caruso,58,1216,133,305,55,49,76,170,160,64,15,76,370,2021
Willie Cauley-Stein,53,906,115,182,1,49,78,236,35,21,43,29,280,2021
Chris Chiozza,22,232,31,88,13,13,17,24,65,7,6,16,88,2021
Marquese Chriss,2,27,5,14,1,2,4,13,2,0,2,2,13,2021
Gary Clark,39,654,40,132,31,8,10,115,31,13,7,17,119,2021
Brandon Clarke,59,1415,256,495,20,78,113,328,95,60,51,33,610,2021
Jordan Clarkson,68,1818,457,1075,208,129,144,274,168,61,10,115,1251,2021
Nicolas Claxton,32,594,90,145,1,31,64,166,28,23,40,18,212,2021
Amir Coffey,44,394,45,103,23,27,38,44,22,10,0,15,140,2021
John Collins,63,1848,429,771,83,170,204,467,78,34,63,84,1111,2021
Mike Conley,51,1498,284,640,138,121,142,177,305,70,9,99,827,2021
Pat Connaughton,69,1575,168,387,101,31,40,332,81,49,23,33,468,2021
Quinn Cook,23,157,29,68,11,7,8,17,18,4,1,7,76,2021
Tyler Cook,32,438,69,103,1,17,35,95,17,8,2,21,156,2021
DeMarcus Cousins,41,713,130,305,47,59,81,263,76,34,24,64,366,2021
Robert Covington,70,2243,204,509,135,50,62,466,117,101,84,64,593,2021
Torrey Craig,50,803,109,227,39,17,22,197,49,28,26,25,274,2021
Jae Crowder,60,1648,199,492,148,57,75,282,127,48,27,55,603,2021
Jarrett Culver,34,499,69,168,13,29,48,104,24,17,9,28,180,2021
Seth Curry,57,1638,258,552,126,69,77,136,155,44,8,65,711,2021
Stephen Curry,63,2152,658,1365,337,362,395,345,363,77,8,213,2015,2021
Nate Darling,7,26,2,7,2,3,3,1,1,0,1,1,9,2021
Anthony Davis,36,1162,301,613,26,158,214,286,110,45,59,74,786,2021
Ed Davis,23,299,19,44,0,10,12,115,21,13,13,7,48,2021
Terence Davis,61,1074,195,456,98,45,55,154,83,44,14,63,533,2021
Gabriel Deck,10,212,32,67,2,18,22,40,24,8,0,6,84,2021
Dewayne Dedmon,16,210,46,65,1,20,27,86,12,9,6,13,113,2021
Matthew Dellavedova,13,224,14,56,4,4,4,24,58,4,1,6,36,2021
DeMar DeRozan,61,2056,455,920,19,387,440,259,422,56,15,119,1316,2021
Mamadi Diakite,14,141,16,40,1,11,14,34,8,7,6,3,44,2021
Hamidou Diallo,52,1226,224,470,28,128,200,272,101,41,24,76,604,2021
Gorgui Dieng,38,552,85,163,30,58,67,140,48,26,16,32,258,2021
Spencer Dinwiddie,3,64,6,16,2,6,6,13,9,2,1,5,20,2021
Donte DiVincenzo,66,1814,253,603,131,51,71,380,203,72,15,91,688,2021
Luka Dončić,66,2262,647,1351,192,344,471,527,567,64,36,281,1830,2021
Luguentz Dort,52,1543,247,639,113,122,164,189,88,45,19,79,729,2021
Damyean Dotson,46,907,119,293,46,24,36,93,91,16,4,42,308,2021
Devon Dotson,11,50,11,21,1,0,0,5,7,4,0,0,23,2021
Sekou Doumbouya,56,869,107,282,26,45,64,143,47,24,9,44,285,2021
PJ Dozier,50,1088,148,355,47,42,66,182,92,31,22,46,385,2021
Goran Dragić,50,1337,240,555,91,101,122,169,219,33,8,118,672,2021
Andre Drummond,46,1242,282,572,0,123,205,551,94,63,49,124,687,2021
Jared Dudley,12,81,2,9,2,0,0,21,5,1,1,2,6,2021
Kris Dunn,4,45,1,12,0,3,4,6,2,2,2,3,5,2021
Kevin Durant,35,1157,324,603,85,210,238,247,195,25,45,120,943,2021
Anthony Edwards,72,2314,505,1211,171,211,272,336,211,82,36,160,1392,2021
Carsen Edwards,31,276,47,111,18,11,13,26,14,7,1,7,123,2021
CJ Elleby,30,192,25,66,7,11,15,32,10,6,3,5,68,2021
Henry Ellenson,2,38,5,14,2,3,4,12,5,0,0,0,15,2021
Wayne Ellington,46,1012,149,338,116,28,35,85,67,18,9,33,442,2021
Joel Embiid,51,1585,461,899,58,471,548,539,145,50,69,159,1451,2021
James Ennis,41,986,115,243,45,70,87,166,62,32,7,36,345,2021
Drew Eubanks,54,755,116,205,2,77,106,241,42,18,49,45,311,2021
Dante Exum,6,116,10,26,2,1,2,17,13,4,2,7,23,2021
Tacko Fall,19,136,21,29,0,5,15,52,3,1,20,6,47,2021
Derrick Favors,68,1039,155,243,0,59,80,376,44,32,68,36,369,2021
Cristiano Felício,18,84,7,13,0,9,16,26,9,4,0,4,23,2021
Terrance Ferguson,13,49,1,7,0,0,0,1,2,1,0,4,2,2021
Bruno Fernando,33,226,18,44,0,15,22,78,10,4,3,21,51,2021
Yogi Ferrell,10,136,20,57,9,7,9,19,22,7,3,3,56,2021
Dorian Finney-Smith,60,1921,220,466,119,31,41,326,102,52,25,48,590,2021
Malik Fitts,3,11,1,3,1,0,0,3,0,0,0,0,3,2021
Malachi Flynn,47,928,127,340,54,45,56,116,137,38,7,43,353,2021
Bryn Forbes,70,1354,250,529,154,47,61,112,45,24,1,44,701,2021
Trent Forrest,30,302,32,71,5,19,19,44,45,9,4,21,88,2021
Evan Fournier,42,1259,247,541,117,108,137,128,144,47,19,73,719,2021
De'Aaron Fox,58,2036,529,1110,103,300,417,203,417,87,27,174,1461,2021
Robert Franks,7,101,13,28,5,12,13,14,5,3,3,2,43,2021
Tim Frazier,5,62,3,20,0,2,6,8,16,2,1,4,8,2021
Markelle Fultz,8,215,41,104,4,17,19,25,43,8,2,18,103,2021
Wenyen Gabriel,21,241,24,60,13,11,17,54,11,9,8,15,72,2021
Daniel Gafford,54,791,154,225,0,72,108,231,29,26,75,41,380,2021
Danilo Gallinari,51,1222,206,475,103,161,174,211,76,30,10,43,676,2021
Langston Galloway,40,438,66,147,36,22,23,42,26,8,0,13,190,2021
Darius Garland,54,1790,362,802,105,112,132,129,329,66,6,164,941,2021
Marc Gasol,52,993,88,194,50,36,50,215,109,26,58,53,262,2021
Rudy Gay,63,1358,264,628,106,82,102,303,88,45,40,65,716,2021
Paul George,54,1821,445,953,171,198,228,359,280,62,24,179,1259,2021
Taj Gibson,45,936,99,158,3,40,55,250,36,31,49,22,241,2021
Harry Giles,38,348,42,97,8,16,27,133,29,8,13,20,108,2021
Shai Gilgeous-Alexander,35,1180,287,565,71,185,229,166,207,27,23,106,830,2021
Anthony Gill,26,218,30,60,7,13,16,51,11,10,4,8,80,2021
Freddie Gillespie,20,392,44,84,0,23,33,97,9,13,20,12,111,2021
Rudy Gobert,71,2187,391,579,0,233,374,960,89,40,190,118,1015,2021
Brandon Goodwin,47,620,84,223,32,28,43,69,95,17,0,36,228,2021
Aaron Gordon,50,1384,231,499,59,97,149,284,161,33,34,97,618,2021
Eric Gordon,27,789,159,367,69,94,114,58,71,14,13,51,481,2021
Devonte' Graham,55,1659,252,669,179,133,158,148,295,48,6,84,816,2021
Jerami Grant,54,1829,400,932,115,290,343,250,152,35,58,109,1205,2021
Danny Green,69,1934,224,544,175,31,40,260,118,92,56,67,654,2021
Draymond Green,63,1982,170,380,34,70,88,449,558,105,52,188,444,2021
JaMychal Green,58,1120,173,374,79,46,57,277,53,26,22,53,471,2021
Javonte Green,41,473,53,102,10,30,40,71,17,28,6,19,146,2021
Jeff Green,68,1835,261,530,103,125,161,263,108,36,27,54,750,2021
Josh Green,39,445,42,93,4,13,23,78,28,16,3,17,101,2021
Blake Griffin,46,1186,174,411,70,87,117,225,140,32,15,62,505,2021
Kyle Guy,31,235,29,88,13,16,20,35,32,6,0,11,87,2021
Rui Hachimura,57,1797,310,648,45,124,161,312,82,44,7,68,789,2021
Tyrese Haliburton,58,1746,292,619,121,48,56,173,309,77,28,92,753,2021
Donta Hall,13,179,25,35,0,23,34,62,11,5,10,8,73,2021
Josh Hall,21,336,30,99,4,22,44,59,28,4,1,25,86,2021
R.J. Hampton,51,888,136,313,27,55,82,179,87,21,10,53,354,2021
Tim Hardaway Jr.,70,1985,407,911,207,142,174,229,126,31,11,64,1163,2021
James Harden,44,1609,342,734,121,278,323,348,475,53,33,177,1083,2021
Maurice Harkless,37,772,69,165,23,33,43,89,44,30,20,22,194,2021
Jared Harper,8,16,0,4,0,3,4,2,1,0,0,3,3,2021
Montrezl Harrell,69,1580,375,603,0,181,256,428,73,46,49,74,931,2021
Gary Harris,39,1080,138,345,48,64,78,79,78,28,11,37,388,2021
Jalen Harris,13,172,36,72,17,7,9,18,17,8,0,14,96,2021
Joe Harris,69,2141,357,707,211,49,63,248,130,46,14,62,974,2021
Tobias Harris,62,2014,473,924,82,182,204,419,220,55,51,107,1210,2021
Shaquille Harrison,34,333,26,78,3,18,22,48,25,17,5,11,73,2021
Josh Hart,47,1349,151,344,63,69,89,377,109,38,12,49,434,2021
Isaiah Hartenstein,46,559,94,171,2,46,71,181,55,19,39,44,236,2021
Udonis Haslem,1,3,2,2,0,0,0,1,0,0,0,0,4,2021
Jaxson Hayes,60,964,175,280,6,93,120,257,35,25,38,39,449,2021
Killian Hayes,26,670,71,201,20,14,17,69,138,27,10,83,176,2021
Gordon Hayward,44,1496,311,658,85,156,185,258,181,52,14,91,863,2021
Juan Hernangómez,52,900,130,299,55,60,97,205,35,19,7,27,375,2021
Willy Hernangómez,47,846,151,268,1,62,93,334,50,22,23,34,365,2021
Tyler Herro,54,1635,307,699,107,94,117,268,184,35,17,101,815,2021
Buddy Hield,71,2433,403,992,282,88,104,334,257,63,30,130,1176,2021
George Hill,30,672,95,197,31,40,50,61,73,23,5,31,261,2021
Solomon Hill,71,1513,107,298,68,35,46,214,75,50,11,42,317,2021
Nate Hinton,21,93,15,42,4,7,10,9,8,7,2,5,41,2021
Jaylen Hoard,19,320,44,88,0,28,41,65,24,13,5,17,116,2021
Aaron Holiday,66,1176,170,436,67,68,83,89,123,46,13,66,475,2021
Jrue Holiday,59,1907,414,823,111,107,136,268,357,96,37,127,1046,2021
Justin Holiday,72,2183,258,625,173,67,85,256,119,74,41,54,756,2021
Rondae Hollis-Jefferson,11,107,9,18,0,9,16,26,13,2,4,2,27,2021
Richaun Holmes,61,1782,366,575,2,135,170,504,101,39,96,75,869,2021
Rodney Hood,55,942,94,260,34,24,28,103,53,24,7,36,246,2021
Al Horford,28,782,162,360,56,18,22,188,94,25,26,29,398,2021
Talen Horton-Tucker,65,1304,224,489,37,100,129,169,181,63,21,105,585,2021
Danuel House,36,932,110,272,54,41,63,132,69,20,16,36,315,2021
Dwight Howard,69,1196,178,303,5,121,210,580,61,30,62,112,482,2021
Markus Howard,37,205,40,106,18,7,9,21,18,4,1,18,105,2021
Kevin Huerter,69,2126,316,731,140,50,64,231,241,82,18,79,822,2021
Elijah Hughes,18,64,10,30,8,3,4,9,6,1,1,6,31,2021
De'Andre Hunter,23,678,120,248,31,73,85,110,44,19,12,29,344,2021
Chandler Hutchison,25,346,39,103,8,21,25,78,17,12,5,20,107,2021
Serge Ibaka,41,955,186,365,39,43,53,275,74,9,47,44,454,2021
Andre Iguodala,63,1339,95,248,60,25,38,221,142,57,35,67,275,2021
Ersan İlyasova,17,148,21,54,18,5,5,29,4,10,3,8,65,2021
Joe Ingles,67,1867,275,562,183,76,90,244,318,45,12,117,809,2021
Brandon Ingram,61,2093,513,1101,143,281,320,299,296,42,36,154,1450,2021
Kyrie Irving,54,1886,549,1086,152,201,218,257,324,76,37,130,1451,2021
Wesley Iwundu,41,539,34,102,5,26,31,90,18,15,4,19,99,2021
Frank Jackson,40,738,134,293,61,61,75,86,36,15,1,34,390,2021
Jaren Jackson Jr.,11,258,53,125,17,35,42,62,12,12,18,15,158,2021
Josh Jackson,62,1560,296,707,77,159,218,254,143,53,47,142,828,2021
Justin Jackson,34,577,89,221,36,31,37,77,52,15,2,32,245,2021
Reggie Jackson,67,1544,263,585,122,67,82,192,205,41,7,74,715,2021
Justin James,36,310,52,111,14,21,36,30,22,8,3,15,139,2021
LeBron James,45,1504,422,823,104,178,255,346,350,48,25,168,1126,2021
Mike James,13,236,34,92,11,21,27,32,54,6,1,20,100,2021
DaQuan Jeffries,31,493,50,120,20,7,8,71,22,15,10,14,127,2021
Ty Jerome,33,788,128,287,71,26,34,91,120,20,6,47,353,2021
Isaiah Joe,41,383,48,133,39,18,24,36,20,12,4,11,153,2021
Alize Johnson,18,189,40,68,1,13,13,90,14,5,5,9,94,2021
Cameron Johnson,60,1437,203,483,117,50,59,199,86,37,16,40,573,2021
James Johnson,51,1043,146,327,31,45,76,177,98,42,42,55,368,2021
Keldon Johnson,69,1968,338,705,60,145,196,412,121,40,24,78,881,2021
Stanley Johnson,61,1006,89,233,45,44,55,153,89,52,18,54,267,2021
Tyler Johnson,39,684,72,183,48,18,21,77,47,14,0,17,210,2021
Nikola Jokić,72,2488,732,1293,92,342,394,780,599,95,48,222,1898,2021
Damian Jones,39,547,70,103,1,42,58,121,29,11,29,26,183,2021
Derrick Jones Jr.,58,1318,147,304,43,59,91,205,47,37,54,32,396,2021
Mason Jones,32,334,52,123,24,40,64,55,42,7,1,29,168,2021
Tre Jones,37,269,37,78,3,17,19,21,39,8,0,13,94,2021
Tyus Jones,70,1222,178,413,45,41,45,140,259,64,6,48,442,2021
DeAndre Jordan,57,1246,190,249,0,46,92,427,93,17,65,85,426,2021
Cory Joseph,63,1446,200,426,45,72,88,159,213,61,18,79,517,2021
Mfiondu Kabengele,39,280,33,89,13,16,20,60,17,8,13,15,95,2021
Frank Kaminsky,47,715,121,257,31,37,60,188,79,14,17,22,310,2021
Enes Kanter,72,1758,339,561,1,127,164,795,84,33,48,78,806,2021
Luke Kennard,63,1232,197,414,100,26,31,161,104,23,9,48,520,2021
Louis King,6,85,17,34,4,6,6,18,9,7,3,4,44,2021
Maxi Kleber,50,1341,116,275,87,34,37,260,68,24,35,30,353,2021
Nathan Knight,33,279,37,100,6,44,55,72,8,9,10,15,124,2021
Kevin Knox,42,464,56,143,35,16,20,61,19,12,6,17,163,2021
John Konchar,43,575,69,138,21,25,30,128,47,30,9,18,184,2021
Furkan Korkmaz,55,1062,170,424,101,60,82,113,82,49,9,46,501,2021
Luke Kornet,31,348,44,101,15,3,6,67,24,4,32,7,106,2021
Rodions Kurucs,21,125,11,32,6,3,4,23,10,9,4,13,31,2021
Kyle Kuzma,68,1954,335,757,137,67,97,417,127,35,41,113,874,2021
Anthony Lamb,24,415,46,118,23,18,21,70,23,6,5,19,133,2021
Jeremy Lamb,36,765,120,276,52,71,75,131,53,34,23,22,363,2021
Romeo Langford,18,283,21,59,5,9,12,35,13,6,5,10,56,2021
Zach LaVine,58,2034,569,1123,200,253,298,289,282,46,27,203,1591,2021
Jake Layman,45,627,91,184,23,26,37,67,28,29,19,26,231,2021
T.J. Leaf,7,35,5,10,0,2,2,5,1,2,1,2,12,2021
Jalen Lecque,4,12,1,9,0,3,3,5,2,0,0,0,5,2021
Damion Lee,57,1079,128,274,77,40,44,180,73,38,8,30,373,2021
Saben Lee,48,781,99,210,8,61,89,97,174,32,13,55,267,2021
Alex Len,64,979,171,278,8,73,116,260,49,20,64,55,423,2021
Kawhi Leonard,52,1773,465,908,101,261,295,337,269,81,21,105,1292,2021
Meyers Leonard,3,29,3,7,3,1,2,7,2,0,0,2,10,2021
Caris LeVert,47,1486,359,814,84,146,180,214,245,66,30,102,948,2021
Kira Lewis Jr.,54,904,130,337,40,43,51,71,124,38,10,34,343,2021
Damian Lillard,67,2398,602,1334,275,449,484,283,505,62,17,203,1928,2021
Nassir Little,48,640,78,167,28,36,45,128,23,5,13,18,220,2021
Kevon Looney,61,1161,108,197,4,31,48,322,119,21,22,37,251,2021
Brook Lopez,70,1902,322,640,95,120,142,347,50,40,103,64,859,2021
Robin Lopez,71,1354,269,425,5,99,137,272,55,15,44,75,642,2021
Didi Louzada,3,56,3,13,2,0,0,3,3,2,0,3,8,2021
Kevin Love,25,622,103,252,57,42,51,186,63,16,2,38,305,2021
Kyle Lowry,46,1601,260,596,131,140,160,247,338,45,14,126,791,2021
Timothé Luwawu-Cabarrot,58,1050,130,356,75,35,43,129,69,33,6,43,370,2021
Trey Lyles,23,358,43,90,14,15,23,86,14,6,1,6,115,2021
Will Magnay,1,3,0,1,0,0,0,0,0,0,0,1,0,2021
Thon Maker,8,76,10,18,0,10,11,18,4,2,4,3,30,2021
Théo Maledon,65,1778,226,614,105,101,135,211,227,56,11,141,658,2021
Karim Mané,10,88,3,13,1,4,5,14,4,0,2,3,11,2021
Terance Mann,67,1263,178,350,38,78,94,242,104,29,13,40,472,2021
Nico Mannion,30,364,39,114,22,23,28,46,70,16,1,31,123,2021
Boban Marjanović,33,271,62,122,1,31,38,128,10,2,6,12,156,2021
Lauri Markkanen,51,1317,250,521,119,76,92,268,45,26,15,52,695,2021
Naji Marshall,32,700,82,209,29,53,75,148,88,26,10,38,246,2021
Caleb Martin,53,818,96,256,31,41,64,141,67,37,12,33,264,2021
Cody Martin,52,849,83,188,16,25,43,161,86,37,12,40,207,2021
Jeremiah Martin,9,75,9,33,3,1,5,7,4,5,2,6,22,2021
Kelan Martin,35,322,62,138,24,9,10,78,17,10,10,16,157,2021
Kenyon Martin Jr.,45,1068,162,318,35,60,84,242,48,30,41,38,419,2021
Frank Mason III,4,79,9,24,2,5,7,12,12,0,0,5,25,2021
Garrison Mathews,64,1038,97,237,76,84,95,87,26,29,7,10,354,2021
Dakota Mathias,8,123,19,48,8,2,6,7,13,1,3,1,48,2021
Wesley Matthews,58,1130,89,252,66,35,41,93,54,38,17,26,279,2021
Tyrese Maxey,61,935,198,429,31,61,70,104,120,26,13,41,488,2021
Skylar Mays,33,269,44,98,14,22,25,35,30,14,2,9,124,2021
Patrick McCaw,5,33,1,1,0,3,3,3,4,2,0,0,5,2021
CJ McCollum,47,1600,405,884,169,108,133,185,223,44,21,65,1087,2021
T.J. McConnell,69,1796,274,490,15,33,48,256,456,128,23,135,596,2021
Jaden McDaniels,63,1511,164,367,72,27,45,232,71,35,60,47,427,2021
Jalen McDaniels,47,904,133,284,35,45,64,169,53,28,19,45,346,2021
Doug McDermott,66,1619,354,665,111,80,98,221,85,20,6,53,899,2021
Sean McDermott,18,158,13,33,5,8,8,19,4,2,3,4,39,2021
JaVale McGee,46,678,144,282,5,44,67,239,39,19,54,60,337,2021
Rodney McGruder,16,194,37,70,11,6,8,22,16,8,1,7,91,2021
Alfonzo McKinnie,39,258,48,93,16,10,18,54,6,7,0,5,122,2021
Jordan McLaughlin,51,938,100,242,33,23,30,108,193,51,6,51,256,2021
Ben McLemore,53,905,135,365,97,39,53,100,39,23,9,42,406,2021
Nicolò Melli,45,566,46,141,23,19,25,122,44,14,3,12,134,2021
De'Anthony Melton,52,1045,172,393,87,41,51,161,132,60,31,66,472,2021
Sam Merrill,30,233,32,72,21,4,4,30,21,8,1,10,89,2021
Chimezie Metu,36,488,91,179,13,31,43,112,28,14,18,29,226,2021
Khris Middleton,68,2269,511,1074,151,212,236,406,370,74,9,178,1385,2021
Darius Miller,18,197,22,48,17,12,12,24,21,13,5,8,73,2021
Patty Mills,68,1685,252,611,161,71,78,116,162,42,3,66,736,2021
Paul Millsap,56,1162,191,401,49,71,98,262,98,51,36,51,502,2021
Shake Milton,63,1461,300,667,71,146,176,148,193,39,18,103,817,2021
Donovan Mitchell,53,1771,478,1091,178,267,316,235,277,52,15,147,1401,2021
Adam Mokoka,14,56,7,19,1,0,1,5,5,2,1,5,15,2021
Malik Monk,42,878,173,399,85,59,72,101,87,19,4,55,490,2021
E'Twaun Moore,27,389,55,121,11,12,14,45,40,15,5,23,133,2021
Ja Morant,63,2053,430,957,73,271,372,252,465,57,13,203,1204,2021
Juwan Morgan,29,147,14,30,4,3,7,28,9,4,1,4,35,2021
Marcus Morris,57,1502,276,584,140,73,89,234,58,34,15,57,765,2021
Markieff Morris,61,1200,153,378,65,36,50,266,73,22,19,54,407,2021
Monte Morris,47,1196,186,387,51,58,73,96,150,34,13,34,481,2021
Mychal Mulder,60,766,119,265,85,14,22,60,26,12,12,16,337,2021
Dejounte Murray,67,2139,441,974,63,106,134,473,363,101,7,117,1051,2021
Jamal Murray,48,1704,378,792,129,133,153,194,231,64,13,108,1018,2021
Mike Muscala,35,645,119,267,68,33,36,132,28,8,11,21,339,2021
Sviatoslav Mykhailiuk,66,1324,208,506,105,38,50,163,110,51,12,88,559,2021
Abdel Nader,24,355,57,116,18,28,37,62,19,10,9,19,160,2021
Larry Nance Jr.,35,1091,128,272,41,30,49,235,107,61,17,55,327,2021
