name,games,minutes,fg,fga,3p,ft,fta,reb,ast,stl,blk,to,pts,year
Chuck Hayes,2,24,1,2,0,2,2,8,2,0,0,3,4,2016
Gordon Hayward,80,2893,521,1202,143,393,477,397,296,95,27,202,1578,2016
Gerald Henderson,72,1431,232,529,48,112,146,211,75,39,19,68,624,2016
John Henson,57,960,164,291,0,69,117,221,54,18,109,64,397,2016
Mario Hezonja,79,1413,181,418,67,49,54,176,109,39,17,97,478,2016
Roy Hibbert,81,1878,182,411,0,117,145,398,95,32,110,76,481,2016
J.J. Hickson,35,436,80,155,0,46,103,132,23,15,14,25,206,2016
Nenê,57,1094,209,384,0,107,185,259,97,54,26,76,525,2016
George Hill,74,2524,326,739,128,114,150,298,259,83,17,101,894,2016
Jordan Hill,73,1513,278,549,0,89,125,451,87,36,37,92,645,2016
Solomon Hill,59,866,93,208,24,36,42,166,57,37,11,33,246,2016
Darrun Hilliard,38,383,52,131,19,29,40,45,27,9,1,19,152,2016
Kirk Hinrich,46,631,49,129,24,15,16,70,73,15,2,30,137,2016
Jrue Holiday,65,1831,410,935,87,182,216,195,391,88,22,167,1089,2016
Justin Holiday,53,773,88,228,36,27,37,90,56,32,19,39,239,2016
Ryan Hollins,37,460,49,79,0,26,42,98,10,6,21,24,124,2016
Rondae Hollis-Jefferson,29,615,63,138,4,37,52,154,43,39,16,26,167,2016
Richaun Holmes,51,702,114,222,8,51,74,135,33,19,40,32,287,2016
Rodney Hood,79,2541,408,972,161,172,200,267,213,73,16,125,1149,2016
Al Horford,82,2631,529,1048,88,103,129,596,263,68,121,107,1249,2016
Dwight Howard,71,2280,372,600,0,232,474,835,98,69,113,166,976,2016
Marcelo Huertas,53,869,97,230,16,27,29,90,182,26,7,80,237,2016
Josh Huestis,5,55,5,12,4,0,4,10,0,1,2,3,14,2016
Kris Humphries,53,835,121,295,34,67,84,218,36,16,23,38,343,2016
R.J. Hunter,36,315,36,98,19,6,7,37,13,14,4,11,97,2016
Serge Ibaka,78,2500,416,869,60,91,121,533,66,38,148,108,983,2016
Andre Iguodala,65,1732,176,368,54,51,83,263,219,73,19,79,457,2016
Ersan İlyasova,74,1881,280,661,96,111,154,403,67,52,33,71,767,2016
Joe Ingles,81,1241,124,291,81,13,18,151,96,55,4,65,342,2016
Damien Inglis,20,156,13,37,3,7,8,31,10,6,3,11,36,2016
Kyrie Irving,53,1667,394,879,84,169,191,157,249,56,18,124,1041,2016
Jarrett Jack,32,1027,140,358,31,100,112,136,236,34,7,94,411,2016
Reggie Jackson,79,2424,540,1244,118,291,337,253,492,59,11,223,1489,2016
LeBron James,76,2709,737,1416,87,359,491,565,514,104,49,249,1920,2016
Al Jefferson,47,1096,245,505,0,72,111,301,70,30,41,34,562,2016
Cory Jefferson,8,50,9,22,0,4,6,16,0,0,1,0,22,2016
Richard Jefferson,74,1326,143,312,66,58,87,128,59,33,14,43,410,2016
John Jenkins,43,480,71,160,16,20,24,57,35,8,1,27,178,2016
Brandon Jennings,48,868,112,304,51,57,78,96,170,29,7,57,332,2016
Jonas Jerebko,78,1176,118,286,43,61,78,288,62,20,24,52,340,2016
Amir Johnson,79,1800,249,426,10,69,121,505,138,52,83,94,577,2016
Chris Johnson,70,857,72,194,27,34,42,132,45,32,20,40,205,2016
James Johnson,57,926,114,240,20,39,68,126,67,29,33,54,287,2016
Joe Johnson,81,2703,377,859,120,118,142,292,318,61,4,159,992,2016
Orlando Johnson,7,101,9,34,2,6,8,15,2,3,3,4,26,2016
Stanley Johnson,73,1687,225,600,63,80,102,306,118,55,12,114,593,2016
Tyler Johnson,36,863,118,243,27,51,64,109,79,24,14,47,314,2016
Wesley Johnson,80,1666,208,515,103,30,46,248,49,89,56,54,549,2016
Nikola Jokić,80,1733,307,600,28,154,190,560,189,79,50,104,796,2016
Dahntay Jones,1,42,6,14,1,0,0,5,2,1,2,0,13,2016
James Jones,48,463,58,142,41,21,26,50,14,11,10,13,178,2016
Terrence Jones,50,1044,166,367,25,77,116,211,41,23,39,49,434,2016
Tyus Jones,37,573,56,156,16,28,39,47,108,31,3,33,156,2016
DeAndre Jordan,77,2598,357,508,0,266,619,1059,90,51,177,107,980,2016
Cory Joseph,80,2046,257,585,30,133,174,210,250,63,20,102,677,2016
Chris Kaman,16,112,20,43,1,3,3,24,11,1,1,8,44,2016
Frank Kaminsky,81,1708,215,525,68,108,148,335,98,38,43,58,606,2016
Enes Kanter,82,1721,414,719,10,200,251,664,33,26,33,115,1038,2016
Sergey Karasev,40,399,30,74,11,26,28,58,35,6,2,22,97,2016
Sasha Kaun,25,95,9,17,0,5,11,26,3,4,5,7,23,2016
Ryan Kelly,36,470,55,149,5,37,54,121,20,13,10,18,152,2016
Michael Kidd-Gilchrist,7,205,33,61,3,20,29,45,9,3,3,8,89,2016
Sean Kilpatrick,31,616,123,270,39,60,67,56,29,12,2,31,345,2016
Brandon Knight,52,1870,371,895,120,156,183,202,263,61,20,177,1018,2016
Kyle Korver,80,2401,268,616,158,45,54,260,164,60,35,98,739,2016
Kosta Koufos,78,1482,236,444,0,57,104,423,33,40,70,48,529,2016
Jeremy Lamb,66,1227,230,510,56,64,88,252,77,42,30,50,580,2016
Carl Landry,36,569,139,250,6,67,91,146,32,12,9,22,351,2016
Shane Larkin,78,1751,222,502,39,83,107,180,342,95,12,146,566,2016
Joffrey Lauvergne,59,1041,195,380,13,62,69,290,56,13,15,54,465,2016
Zach LaVine,82,2294,433,959,123,161,203,228,251,69,17,155,1150,2016
Ty Lawson,66,1411,139,354,36,59,86,120,237,53,7,95,373,2016
Courtney Lee,79,2334,290,639,82,99,118,205,136,85,28,72,761,2016
David Lee,55,903,178,335,0,71,93,305,84,22,28,66,427,2016
Alex Len,78,1821,264,624,1,174,239,594,97,38,62,145,703,2016
Kawhi Leonard,72,2380,551,1090,129,292,334,493,186,128,71,105,1523,2016
Meyers Leonard,61,1333,195,435,86,35,46,314,92,8,18,77,511,2016
Jon Leuer,67,1255,224,466,42,77,101,373,72,38,30,75,567,2016
Damian Lillard,75,2676,618,1474,229,414,464,302,512,65,28,242,1879,2016
Jeremy Lin,78,2048,300,728,76,238,292,253,235,58,42,150,914,2016
Shaun Livingston,78,1520,203,379,2,80,93,169,237,57,27,78,488,2016
Kevon Looney,5,21,4,7,1,0,0,10,0,0,0,1,9,2016
Brook Lopez,73,2457,591,1157,2,317,403,573,147,58,124,175,1501,2016
Robin Lopez,82,2219,357,662,0,128,161,602,114,16,129,133,842,2016
Kevin Love,77,2424,409,977,158,258,314,762,186,58,41,142,1234,2016
Kyle Lowry,77,2851,512,1198,212,398,491,365,494,158,34,225,1634,2016
Trey Lyles,80,1382,191,436,49,57,82,299,59,26,18,65,488,2016
Shelvin Mack,52,1058,182,415,39,45,61,128,187,34,3,95,448,2016
Ian Mahinmi,71,1816,264,448,0,132,225,507,104,65,75,100,660,2016
Devyn Marble,28,249,21,71,8,10,24,38,12,13,1,7,60,2016
Boban Marjanović,54,508,105,174,0,87,114,194,21,12,23,29,297,2016
Kendall Marshall,30,400,43,118,16,9,13,28,73,16,2,43,111,2016
Jarell Martin,27,380,54,116,0,45,62,86,15,8,7,19,153,2016
Kevin Martin,55,1095,156,419,49,153,172,110,58,26,3,54,514,2016
Wesley Matthews,78,2644,331,854,189,126,146,238,151,78,17,78,977,2016
O.J. Mayo,41,1090,119,321,52,31,40,105,118,48,8,72,321,2016
Luc Mbah a Moute,75,1274,94,207,13,30,57,171,30,44,19,34,231,2016
James Michael McAdoo,41,262,45,84,1,26,49,58,17,10,8,16,117,2016
Ray McCallum,41,475,55,146,15,12,15,47,60,12,7,24,137,2016
CJ McCollum,80,2780,641,1431,197,187,226,259,341,97,23,196,1666,2016
T.J. McConnell,81,1606,218,464,31,26,41,250,367,95,10,140,493,2016
Chris McCullough,24,362,44,109,13,11,23,68,9,28,12,15,112,2016
K.J. McDaniels,37,235,29,72,7,24,30,42,10,7,6,17,89,2016
Doug McDermott,81,1861,291,644,110,72,84,195,59,14,6,53,764,2016
Mitch McGary,20,72,11,23,0,4,10,18,3,1,2,7,26,2016
JaVale McGee,34,370,77,134,0,18,36,133,3,5,26,21,172,2016
Ben McLemore,68,1443,195,455,67,74,103,148,79,52,10,99,531,2016
Jordan McRae,22,195,34,78,10,21,28,20,25,3,1,15,99,2016
Josh McRoberts,42,595,55,148,12,28,40,105,81,18,7,30,150,2016
Jodie Meeks,3,43,7,20,4,4,4,5,3,0,0,1,22,2016
Salah Mejri,34,397,49,78,0,27,46,123,10,8,36,23,125,2016
Jordan Mickey,16,57,8,22,0,5,10,13,1,0,11,1,21,2016
Khris Middleton,79,2852,507,1142,143,277,312,302,331,131,19,180,1434,2016
C.J. Miles,64,1464,259,634,142,93,124,175,63,53,29,70,753,2016
Andre Miller,39,461,59,106,2,24,32,51,87,16,0,37,144,2016
Mike Miller,47,373,22,62,19,0,0,53,40,13,4,17,63,2016
Patty Mills,81,1662,260,612,123,47,58,158,226,59,6,76,690,2016
Elijah Millsap,20,173,11,39,1,13,18,35,19,7,3,9,36,2016
Paul Millsap,81,2647,501,1066,74,309,408,732,265,147,139,191,1385,2016
Nikola Mirotić,66,1646,248,609,135,146,181,362,100,58,46,102,777,2016
Nazr Mohammed,5,19,3,5,0,2,2,4,0,0,0,3,8,2016
Greg Monroe,79,2314,491,941,0,228,308,696,178,72,67,129,1210,2016
Luis Montero,12,42,5,19,1,3,4,4,1,0,0,4,14,2016
E'Twaun Moore,59,1263,187,389,47,22,35,133,99,37,18,53,443,2016
Eric Moreland,8,48,3,6,0,2,4,11,1,0,4,3,8,2016
Marcus Morris,80,2856,410,945,108,203,271,404,201,67,23,140,1131,2016
Markieff Morris,64,1629,305,718,47,108,147,352,124,58,34,135,765,2016
Anthony Morrow,68,926,136,333,79,29,39,62,24,22,5,17,380,2016
Donatas Motiejūnas,37,547,90,205,16,34,53,109,41,17,5,44,230,2016
Timofey Mozgov,76,1326,203,359,1,68,95,337,33,22,57,71,475,2016
Emmanuel Mudiay,68,2068,329,905,74,140,209,232,372,65,35,217,872,2016
Shabazz Muhammad,82,1682,317,681,44,185,242,267,52,24,7,70,863,2016
Xavier Munford,14,244,32,77,9,7,14,31,22,13,3,15,80,2016
Mike Muscala,60,565,76,152,12,31,39,117,34,13,27,27,195,2016
Larry Nance Jr.,63,1266,158,300,1,32,47,312,44,54,23,41,349,2016
Shabazz Napier,55,600,68,201,34,33,45,55,97,23,1,46,203,2016
Gary Neal,40,807,151,325,41,47,55,83,47,20,1,29,390,2016
Jameer Nelson,39,1036,113,307,43,30,35,115,190,25,5,66,299,2016
Raul Neto,81,1499,180,418,64,52,70,120,174,62,2,109,476,2016
Andrew Nicholson,56,823,146,310,41,51,65,201,25,10,22,41,384,2016
Joakim Noah,29,635,51,133,0,22,45,255,110,18,29,52,124,2016
Nerlens Noel,67,1965,306,587,1,134,227,542,122,118,100,158,747,2016
Lucas Nogueira,29,225,28,44,1,8,15,46,7,12,12,11,65,2016
Steve Novak,10,44,8,18,7,1,1,5,0,0,0,1,24,2016
Dirk Nowitzki,75,2364,498,1112,126,250,280,489,132,52,52,84,1372,2016
Jusuf Nurkić,32,547,101,242,0,61,99,175,40,24,44,55,263,2016
J.J. O'Brien,2,6,0,1,0,0,0,1,0,1,0,0,0,2016
Johnny O'Bryant,66,857,86,209,1,27,40,176,32,18,8,31,200,2016
Kyle O'Quinn,65,764,129,271,5,46,60,250,72,20,49,61,309,2016
Jahlil Okafor,53,1591,397,781,1,133,194,373,65,22,61,124,928,2016
Victor Oladipo,72,2379,425,970,98,205,247,345,282,116,54,153,1153,2016
Kelly Olynyk,69,1395,253,556,85,96,128,281,105,52,33,74,687,2016
Kelly Oubre Jr.,63,671,90,211,25,31,49,133,13,22,7,34,236,2016
Zaza Pachulia,76,2004,219,470,0,212,276,718,128,64,22,119,650,2016
Kostas Papanikolaou,26,294,24,66,10,9,14,40,16,13,5,21,67,2016
Jabari Parker,76,2408,443,899,9,175,228,395,130,69,29,116,1070,2016
Tony Parker,72,1980,350,710,27,130,171,176,379,54,11,131,857,2016
Chandler Parsons,61,1799,320,651,104,93,136,285,169,46,21,95,837,2016
Lamar Patterson,35,395,28,80,12,16,22,50,39,9,2,23,84,2016
Patrick Patterson,79,2020,204,493,106,29,34,342,94,53,32,65,543,2016
Chris Paul,74,2420,515,1114,122,294,328,310,738,152,13,194,1446,2016
Adreian Payne,52,486,53,145,9,17,26,111,29,16,11,36,132,2016
Cameron Payne,57,698,114,278,36,19,24,85,108,36,6,44,283,2016
Elfrid Payton,73,2145,318,730,30,112,190,261,468,89,20,177,778,2016
Nikola Peković,12,156,19,50,0,16,20,21,11,1,0,9,54,2016
Kendrick Perkins,37,542,40,75,0,11,25,128,31,11,11,41,91,2016
Paul Pierce,68,1231,144,397,75,54,66,186,71,33,17,58,417,2016
Tibor Pleiß,12,82,11,25,0,2,2,15,2,1,2,8,24,2016
Mason Plumlee,82,2084,267,517,0,215,335,628,226,68,85,154,749,2016
Miles Plumlee,61,870,140,233,0,34,59,232,16,21,50,40,314,2016
Otto Porter,75,2276,339,717,98,95,126,391,120,105,32,70,871,2016
Bobby Portis,62,1102,186,436,16,48,66,337,52,25,22,54,436,2016
Kristaps Porziņģis,72,2047,373,886,81,201,240,526,94,53,134,121,1028,2016
Dwight Powell,69,992,146,296,2,105,142,273,44,36,24,40,399,2016
Norman Powell,49,725,97,229,36,43,53,111,47,29,10,32,273,2016
