name,games,minutes,fg,fga,3p,ft,fta,reb,ast,stl,blk,to,pts,year
Bruce Bowen,30,494,26,93,7,11,24,52,28,21,9,13,70,1999
Earl Boykins,22,221,30,79,3,2,3,17,33,6,0,20,65,1999
Shawn Bradley,49,1294,167,348,0,86,115,392,40,35,159,56,420,1999
Terrell Brandon,36,1217,212,507,12,65,78,134,309,63,10,74,501,1999
Chucky Brown,48,1192,176,373,15,40,59,174,57,16,19,38,407,1999
Dee Brown,49,1377,187,495,135,40,55,103,143,56,8,80,549,1999
Gerald Brown,33,236,33,89,3,11,14,22,31,5,1,22,80,1999
P.J. Brown,50,1611,229,477,0,113,146,346,66,46,48,69,571,1999
Randy Brown,39,1139,132,319,0,78,103,132,149,68,8,80,342,1999
Rick Brunson,17,95,6,21,0,5,18,10,19,9,0,12,17,1999
Kobe Bryant*,50,1896,362,779,27,245,292,264,190,72,50,157,996,1999
Mark Bryant,45,1204,168,348,0,71,110,232,48,34,16,68,407,1999
Jud Buechler,50,1056,100,240,61,13,18,133,57,37,13,21,274,1999
Matt Bullard,41,413,43,114,24,7,10,42,18,13,4,14,117,1999
Scott Burrell,32,706,75,208,28,34,42,119,45,40,11,23,212,1999
Willie Burton,3,18,1,7,0,2,4,6,0,0,0,1,4,1999
Mitchell Butler,31,418,67,139,11,23,32,44,22,15,4,29,168,1999
Jason Caffey,35,876,123,277,0,62,98,205,18,24,9,75,308,1999
Marcus Camby,46,945,136,261,0,57,103,253,12,29,74,39,329,1999
Elden Campbell,49,1459,222,465,0,172,269,397,69,39,73,80,616,1999
Antoine Carr,18,152,21,52,0,5,7,31,9,1,10,9,47,1999
Chris Carr,39,445,76,205,28,27,40,71,23,8,2,28,207,1999
Cory Carr,42,624,71,216,5,24,32,49,66,21,7,46,171,1999
Vince Carter,50,1760,345,766,19,204,268,283,149,55,77,110,913,1999
Sam Cassell,8,199,39,93,2,47,50,15,36,9,0,20,127,1999
Kelvin Cato,43,545,58,129,1,34,67,150,19,23,56,27,151,1999
Duane Causwell,19,137,20,35,0,4,12,35,2,0,11,18,44,1999
Cedric Ceballos,13,352,59,140,11,34,49,85,12,7,5,28,163,1999
Rex Chapman,38,1183,165,459,53,76,91,104,109,34,9,54,459,1999
Calbert Cheaney,50,1266,172,415,8,33,67,141,73,39,16,42,385,1999
Pete Chilcutt,46,697,63,172,26,14,17,117,30,22,12,28,166,1999
Chris Childs,48,1297,114,267,36,64,78,133,193,44,1,85,328,1999
Doug Christie,50,1768,252,650,49,207,246,207,187,113,26,119,760,1999
Keon Clark,28,409,36,80,0,21,37,96,10,10,31,21,93,1999
Keith Closs,15,87,12,23,0,8,10,25,0,3,9,6,32,1999
John Coker,14,98,13,31,0,5,6,22,0,1,2,2,31,1999
Derrick Coleman,37,1178,168,406,7,143,190,328,78,24,42,90,486,1999
Bimbo Coles,48,1272,183,414,6,83,101,117,222,45,11,82,455,1999
Marty Conlon,7,35,3,13,0,2,2,5,1,0,1,3,8,1999
Tyrone Corbin,47,1066,131,335,38,52,80,145,43,31,7,43,352,1999
James Cotton,10,59,6,18,0,13,18,10,0,3,0,3,25,1999
Chris Crawford,42,784,110,255,11,57,70,90,24,10,13,48,288,1999
Austin Croshere,27,249,32,75,8,20,23,45,10,7,8,23,92,1999
John Crotty,27,382,51,124,14,43,50,31,63,11,0,33,159,1999
Terry Cummings,50,1011,186,424,1,81,114,255,58,46,10,58,454,1999
William Cunningham,16,162,3,18,0,0,2,28,1,1,11,5,6,1999
Bill Curley,35,372,29,72,1,19,22,51,14,17,9,10,78,1999
Dell Curry,42,864,163,336,69,28,34,85,48,36,3,45,423,1999
Michael Curry,50,1146,90,206,1,63,79,108,78,42,7,37,244,1999
Erick Dampier,50,1414,161,414,0,120,204,382,54,26,58,92,442,1999
Antonio Daniels,47,614,83,183,5,49,65,54,106,30,6,44,220,1999
Kornél Dávid,50,902,109,243,0,90,111,173,40,23,17,48,308,1999
Antonio Davis,49,1271,164,348,0,135,192,344,33,22,42,50,463,1999
Ben Davis,8,21,7,17,0,3,6,11,3,0,0,1,17,1999
Dale Davis,50,1374,161,302,0,76,123,416,22,20,57,43,398,1999
Hubert Davis,50,1378,174,397,65,44,50,86,89,21,3,57,457,1999
Mark Davis,4,35,2,6,0,5,6,7,1,1,0,7,9,1999
Ricky Davis,46,557,81,200,2,45,59,84,58,30,7,54,209,1999
Terry Davis,37,578,49,92,0,28,38,139,10,11,3,16,126,1999
Andrew DeClercq,47,1102,138,276,0,95,141,255,31,50,29,54,371,1999
Terry Dehere,26,291,31,85,16,5,7,24,27,7,3,16,83,1999
Vinny Del Negro,48,1093,114,270,13,40,50,102,174,33,3,55,281,1999
Bison Dele,49,1177,216,431,0,81,118,272,71,38,40,111,513,1999
Tony Delk,36,630,92,253,16,46,71,54,95,16,6,45,246,1999
Michael Dickerson,50,1558,215,462,71,46,72,83,95,27,11,66,547,1999
Vlade Divac*,50,1761,262,557,11,179,255,501,215,44,51,131,714,1999
Michael Doleac,49,780,125,267,0,54,80,148,20,19,17,26,304,1999
Sherman Douglas,30,842,96,219,0,55,87,58,124,27,3,61,247,1999
Bryce Drew,34,441,47,129,16,8,8,32,52,12,4,31,118,1999
Chris Dudley,46,685,48,109,0,19,40,193,7,13,38,24,115,1999
Joe Dumars*,38,1116,144,350,89,51,61,68,134,23,2,53,428,1999
Tim Duncan*,50,1963,418,845,1,247,358,571,121,45,126,146,1084,1999
Blue Edwards,24,283,32,72,4,9,13,33,30,17,5,21,77,1999
Howard Eisley,50,1038,140,314,21,67,80,94,185,30,2,109,368,1999
Mario Elie,47,1291,156,331,40,103,119,137,89,46,12,61,455,1999
Sean Elliott,50,1509,208,507,39,106,140,213,117,26,17,71,561,1999
Dale Ellis,48,1232,174,395,94,53,70,115,38,25,3,45,495,1999
LaPhonso Ellis,20,539,80,190,1,43,61,109,18,8,7,34,204,1999
Brian Evans,16,145,13,44,4,4,4,19,15,5,3,2,34,1999
Patrick Ewing*,38,1300,247,568,0,163,231,377,43,30,100,99,657,1999
Jamie Feick,28,852,67,134,0,43,60,288,24,25,18,34,177,1999
Duane Ferrell,8,46,1,14,0,3,4,6,0,1,1,1,5,1999
Danny Ferry,50,1058,141,296,38,29,33,102,53,23,10,39,349,1999
Michael Finley,50,2051,389,876,45,186,226,263,218,66,15,107,1009,1999
Derek Fisher,50,1131,99,263,38,60,79,91,197,61,1,77,296,1999
Danny Fortson,50,1417,191,386,0,168,231,581,32,31,22,77,550,1999
Greg Foster,42,458,52,138,1,13,21,83,25,6,8,24,118,1999
Rick Fox,44,944,148,330,32,66,89,89,89,28,10,56,394,1999
Adonal Foyle,44,614,52,121,0,25,51,194,18,15,43,31,129,1999
Todd Fuller,42,462,56,124,0,30,50,101,6,6,14,27,142,1999
Lawrence Funderburke,47,936,167,299,1,85,120,222,30,22,23,52,420,1999
Kevin Garnett*,47,1780,414,900,4,145,206,489,202,78,83,135,977,1999
Marlon Garnett,24,205,15,51,6,15,20,21,18,5,1,12,51,1999
Dean Garrett,49,1054,116,231,0,38,51,257,28,30,45,29,270,1999
Pat Garrity,39,538,85,170,7,40,56,75,18,8,3,20,217,1999
Chris Gatling,48,775,117,265,1,37,93,179,32,32,10,62,272,1999
Andrew Gaze,19,58,8,25,5,0,0,5,6,2,1,4,21,1999
Matt Geiger,50,1540,266,555,1,141,177,362,58,39,40,101,674,1999
Kendall Gill,50,1606,236,593,2,114,167,244,123,134,26,71,588,1999
Armen Gilliam,34,668,101,223,0,79,101,126,19,22,12,36,281,1999
Brian Grant,48,1525,183,382,0,184,226,470,67,21,34,96,550,1999
Gary Grant,2,7,0,1,0,0,0,0,3,1,0,0,0,1999
Harvey Grant,47,798,62,168,1,21,29,110,23,20,16,21,146,1999
Horace Grant,50,1660,198,456,0,47,70,351,90,46,60,44,443,1999
Paul Grant,6,13,2,6,0,0,0,1,0,1,0,2,4,1999
Ed Gray,30,337,53,182,12,28,37,28,12,12,1,29,146,1999
A.C. Green,50,924,108,256,0,30,52,228,25,28,8,19,246,1999
Litterial Green,1,2,0,1,0,0,0,0,0,0,0,0,0,1999
Tom Gugliotta,43,1563,277,573,2,173,218,381,121,59,21,88,729,1999
Tom Hammonds,49,716,82,179,0,48,75,136,20,8,7,32,212,1999
Anfernee Hardaway,50,1944,301,717,40,149,211,284,266,111,23,150,791,1999
Tim Hardaway,48,1772,301,752,112,121,149,152,352,57,6,131,835,1999
Derek Harper,45,1120,120,291,43,26,32,67,187,44,4,52,309,1999
Ron Harper,35,1107,147,390,27,71,101,180,115,60,35,65,392,1999
Matt Harpring,50,1114,148,320,10,102,143,214,45,30,6,73,408,1999
Al Harrington,21,160,18,56,0,9,15,39,5,4,2,11,45,1999
Othella Harrington,41,903,156,304,0,88,122,246,15,6,25,61,400,1999
Lucious Harris,36,602,73,181,11,36,48,67,31,18,7,18,193,1999
Hersey Hawkins,50,1644,171,408,55,119,132,201,123,80,18,80,516,1999
Michael Hawkins,24,203,14,40,5,3,3,25,27,3,1,13,36,1999
Alan Henderson,38,1142,187,423,0,100,149,250,28,33,19,58,474,1999
Cedric Henderson,50,1517,189,453,2,74,91,197,113,58,24,97,454,1999
J.R. Henderson,30,331,35,96,2,25,45,47,22,9,4,18,97,1999
Mark Hendrickson,22,399,39,88,0,42,50,68,13,12,1,15,120,1999
Steve Henson,4,25,1,2,0,2,2,0,3,1,0,3,4,1999
Carl Herrera,28,307,30,76,0,5,11,62,4,12,7,16,65,1999
Grant Hill*,50,1852,384,802,0,285,379,355,300,80,27,184,1053,1999
Tyrone Hill,38,1104,122,268,0,81,150,287,35,34,16,59,325,1999
Fred Hoiberg,12,87,6,21,1,6,6,11,4,0,0,3,19,1999
Jerald Honeycutt,16,102,9,32,5,7,10,12,3,5,2,9,30,1999
Jeff Hornacek,48,1435,214,449,34,125,140,160,192,52,14,82,587,1999
Robert Horry,38,744,67,146,20,34,46,152,56,36,39,49,188,1999
Allan Houston,50,1815,294,703,57,168,195,152,137,35,9,130,813,1999
Juwan Howard,36,1430,286,604,0,110,146,293,107,42,14,95,682,1999
Troy Hudson,25,524,60,150,15,34,38,55,92,11,2,38,169,1999
Larry Hughes,50,988,170,414,8,107,151,189,77,44,14,68,455,1999
Lindsey Hunter,49,1755,228,524,59,67,89,168,193,86,8,92,582,1999
Zydrunas Ilgauskas,5,171,29,57,0,18,30,44,4,4,7,9,76,1999
Allen Iverson*,48,1990,435,1056,58,356,474,236,223,110,7,167,1284,1999
Bobby Jackson,50,941,141,348,10,61,79,135,167,39,3,75,353,1999
Jaren Jackson,47,861,108,284,53,32,39,99,49,41,9,37,301,1999
Jim Jackson,49,1175,152,370,25,85,101,159,128,43,6,82,414,1999
Mark Jackson,49,1382,138,329,32,65,79,184,386,42,3,99,373,1999
Randell Jackson,27,271,46,108,1,21,32,54,8,3,11,26,114,1999
Sam Jacobson,2,12,3,5,0,2,2,3,0,0,0,1,8,1999
Jerome James,16,42,9,24,0,6,12,17,1,2,6,9,24,1999
Antawn Jamison,47,1058,178,394,3,90,153,301,34,38,16,68,449,1999
Anthony Johnson,49,885,91,225,5,57,82,75,107,35,7,65,244,1999
Avery Johnson,50,1672,218,461,1,50,88,118,369,51,11,112,487,1999
Eddie Johnson,3,18,6,13,0,0,0,2,1,0,0,2,12,1999
Ervin Johnson,50,1027,96,189,0,64,105,320,19,29,57,47,256,1999
Larry Johnson,49,1639,210,458,33,134,164,284,119,34,10,89,587,1999
Charles Jones,29,476,39,123,19,11,22,42,41,18,5,29,108,1999
Damon Jones,24,344,43,119,25,14,17,44,42,13,0,17,125,1999
Eddie Jones,50,1881,260,595,48,212,271,194,186,125,58,93,780,1999
Popeye Jones,18,206,20,51,0,14,17,52,15,5,0,7,54,1999
Adonis Jordan,4,18,2,4,0,2,4,0,3,3,0,2,6,1999
Reggie Jordan,27,296,15,54,0,21,38,59,41,12,5,14,51,1999
Adam Keefe,44,642,56,124,0,62,89,142,28,16,12,33,174,1999
Shawn Kemp,42,1475,277,575,1,307,389,388,101,48,45,127,862,1999
Jonathan Kerner,1,5,0,1,0,0,0,0,0,0,0,0,0,1999
Steve Kerr,44,734,68,174,25,31,35,44,49,23,3,22,192,1999
Jerome Kersey,45,699,68,200,3,6,14,130,41,37,14,30,145,1999
Jason Kidd*,50,2060,310,698,45,181,239,339,539,114,19,150,846,1999
Chris King,8,42,2,7,0,0,4,11,1,2,1,4,4,1999
Gerard King,19,63,6,14,0,11,18,14,4,2,1,4,23,1999
Kerry Kittles,46,1570,227,613,50,88,114,191,116,79,26,66,592,1999
Joe Kleine,31,374,30,74,0,8,12,67,12,8,1,10,68,1999
Brevin Knight,39,1186,134,315,0,105,141,131,302,70,7,105,373,1999
Negele Knight,6,56,3,8,0,2,4,6,8,1,0,7,8,1999
Travis Knight,37,525,67,130,0,22,29,128,31,21,27,35,156,1999
Toni Kukoč,44,1654,315,750,39,159,215,310,235,49,11,121,828,1999
Christian Laettner,16,337,38,106,1,44,57,54,24,15,12,19,121,1999
Raef LaFrentz,12,387,59,129,12,36,48,91,8,9,17,9,166,1999
Andrew Lang,21,386,32,99,0,16,23,93,13,5,12,17,80,1999
Antonio Lang,10,65,4,6,0,5,9,16,1,2,1,4,13,1999
Rusty LaRue,43,732,78,217,30,17,17,56,63,33,3,34,203,1999
Tim Legler,30,377,51,115,14,3,6,40,21,4,3,14,119,1999
Voshon Lenard,12,190,31,79,12,8,11,16,10,3,1,7,82,1999
Rashard Lewis,20,145,19,52,1,8,14,25,4,8,1,20,47,1999
Randy Livingston,1,22,5,8,0,2,2,2,3,2,0,1,12,1999
Grant Long,50,1380,151,359,3,184,235,296,53,57,16,74,489,1999
Luc Longley,39,933,140,290,0,59,76,221,45,23,21,53,339,1999
Felipe López,47,1218,169,379,12,87,135,166,62,49,14,82,437,1999
Tyronn Lue,15,188,28,65,7,12,21,6,25,5,0,11,75,1999
George Lynch,43,1315,147,349,9,53,84,279,76,85,22,79,356,1999
Sam Mack,44,1083,167,384,87,51,58,95,55,35,4,33,472,1999
Don MacLean,17,365,63,159,9,50,80,65,16,5,5,25,185,1999
Mark Macon,7,69,4,20,1,0,0,5,4,5,1,6,9,1999
Rick Mahorn,16,127,5,18,0,3,8,23,2,5,1,6,13,1999
Dan Majerle,48,1624,118,298,68,33,46,208,150,38,7,55,337,1999
Karl Malone*,49,1832,393,797,0,378,480,463,201,62,28,162,1164,1999
Matt Maloney,15,186,5,28,1,10,11,10,21,4,0,14,21,1999
Danny Manning,50,1184,187,386,1,78,112,219,113,36,38,69,453,1999
Stephon Marbury,49,1895,378,883,66,222,278,142,437,59,8,164,1044,1999
Sean Marks,8,28,5,8,0,1,2,1,0,1,0,3,11,1999
Donyell Marshall,48,1250,208,494,26,88,121,342,66,47,37,80,530,1999
Darrick Martin,37,941,102,278,31,61,76,48,144,43,4,67,296,1999
Jamal Mashburn,24,855,134,297,13,75,104,146,75,20,3,60,356,1999
Tony Massenburg,43,1143,189,388,0,103,155,257,23,26,39,64,481,1999
Vernon Maxwell,46,1007,164,421,80,84,114,85,76,30,3,67,492,1999
Lee Mayberry,9,126,7,19,2,4,5,3,23,7,0,11,20,1999
Kelly McCarty,2,4,2,3,0,0,0,3,0,0,0,2,4,1999
Walter McCarty,32,659,64,177,13,40,57,115,40,24,13,40,181,1999
George McCloud,48,1245,142,324,69,75,87,162,79,45,14,49,428,1999
Jelani McCoy,26,331,56,76,0,21,42,79,4,11,20,10,133,1999
Antonio McDyess,50,1937,415,882,1,230,338,537,82,73,115,138,1061,1999
Tracy McGrady*,49,1106,168,385,8,114,157,278,113,52,66,80,458,1999
Jim McIlvaine,22,269,22,51,0,4,6,54,2,9,32,13,48,1999
Jeff McInnis,35,427,50,134,9,21,28,21,73,19,1,30,130,1999
Derrick McKey,13,244,23,52,0,14,17,41,13,12,4,12,60,1999
Aaron McKie,50,959,95,237,6,44,62,140,100,63,3,57,240,1999
Roshown McLeod,34,348,62,163,1,37,45,50,14,2,1,23,162,1999
Ron Mercer,41,1551,305,707,5,83,105,155,104,67,12,89,698,1999
Loren Meyer,14,70,7,28,1,1,2,16,1,0,3,4,16,1999
Marko Milič,11,53,8,20,0,0,0,5,2,3,1,6,16,1999
Anthony Miller,29,249,28,60,0,14,22,67,7,7,5,9,70,1999
Brad Miller,38,469,78,138,1,81,102,117,22,9,18,32,238,1999
Oliver Miller,4,35,5,11,0,0,0,8,0,0,2,4,10,1999
Reggie Miller*,50,1787,294,671,106,226,247,135,112,37,9,76,920,1999
Chris Mills,47,1395,186,453,32,79,96,237,103,39,14,58,483,1999
Terry Mills,1,29,3,8,2,1,2,4,0,1,0,3,9,1999
Greg Minor,44,765,85,204,8,36,48,117,50,20,6,38,214,1999
Sam Mitchell,50,1344,213,522,9,126,165,182,98,35,16,34,561,1999
Cuttino Mobley,49,1456,172,405,53,90,110,111,121,44,23,79,487,1999
Nazr Mohammed,26,121,15,42,0,12,21,37,2,5,4,12,42,1999
Eric Montross,46,577,42,80,0,11,32,139,14,12,27,16,95,1999
Mikki Moore,2,6,1,1,0,2,2,1,0,0,0,0,4,1999
Chris Morris,44,535,64,149,16,40,46,121,23,16,11,21,184,1999
Alonzo Mourning*,46,1753,324,634,0,276,423,507,74,34,180,139,924,1999
Chris Mullin*,50,1179,177,371,73,80,92,160,81,47,13,60,507,1999
Eric Murdock,15,401,45,114,8,21,26,35,66,22,2,29,119,1999
Gheorghe Mureșan,1,1,0,1,0,0,0,0,0,0,0,1,0,1999
Lamond Murray,50,1317,226,578,34,126,157,195,61,58,20,99,612,1999
Tracy Murray,36,653,83,237,33,34,42,81,27,21,6,29,233,1999
Dikembe Mutombo*,50,1829,173,338,0,195,285,610,57,16,147,94,541,1999
Makhtar N'Diaye,4,27,1,4,0,3,4,5,1,0,1,1,5,1999
Steve Nash*,40,1269,114,314,49,38,46,114,219,37,2,83,315,1999
Tyrone Nesby,50,1288,182,405,35,104,133,175,82,77,20,53,503,1999
Rasho Nesterović,2,30,3,12,0,2,2,8,1,0,0,1,8,1999
Johnny Newman,50,949,106,251,23,68,84,75,41,28,12,41,303,1999
Moochie Norris,12,140,13,40,6,6,16,20,24,7,0,16,38,1999
Dirk Nowitzki,47,958,136,336,14,99,128,162,47,29,27,73,385,1999
Charles O'Bannon,18,165,24,56,0,8,8,34,12,2,3,8,56,1999
Jermaine O'Neal,36,311,36,83,0,18,35,97,13,4,14,14,90,1999
Shaquille O'Neal*,49,1705,510,885,0,269,498,525,114,36,82,122,1289,1999
Charles Oakley,50,1633,140,327,1,67,83,374,168,46,21,96,348,1999
Hakeem Olajuwon*,50,1784,373,725,4,195,272,478,88,82,123,139,945,1999
Jimmy Oliver,2,11,1,3,1,0,0,0,0,0,0,0,3,1999
Kevin Ollie,8,72,4,14,0,5,7,7,3,3,1,3,13,1999
Michael Olowokandi,45,1279,172,399,0,57,118,357,25,27,55,85,401,1999
Greg Ostertag,48,1340,99,208,0,75,121,348,23,12,131,45,273,1999
Bo Outlaw,31,851,84,154,0,35,81,167,56,40,43,58,203,1999
Doug Overton,24,244,36,84,2,18,20,21,23,5,1,20,92,1999
Billy Owens,21,451,65,165,5,28,35,80,38,12,4,33,163,1999
Robert Pack,25,468,75,174,0,72,88,36,81,20,1,49,222,1999
Anthony Parker,2,3,1,1,0,0,0,0,0,0,0,0,2,1999
Cherokee Parks,48,1118,118,275,0,30,55,243,36,28,28,49,266,1999
Andrae Patterson,35,284,43,97,0,28,36,65,15,19,7,22,114,1999
Ruben Patterson,24,144,21,51,1,22,31,30,2,5,3,12,65,1999
Gary Payton*,50,2008,401,923,83,199,276,244,436,109,12,154,1084,1999
Anthony Peeler,28,810,103,272,34,30,41,84,78,35,6,38,270,1999
Will Perdue,37,445,38,60,0,14,26,138,18,9,10,22,90,1999
Sam Perkins,48,789,80,200,35,43,60,138,25,15,14,22,238,1999
Elliot Perry,35,290,39,103,10,10,14,34,47,20,0,34,98,1999
Chuck Person,50,990,112,289,55,24,32,132,60,20,8,41,303,1999
Wesley Person,45,1342,198,437,75,32,53,142,80,37,16,41,503,1999
Bobby Phills,43,1574,215,497,68,115,168,174,149,60,25,92,613,1999
Eric Piatkowski,49,1242,180,417,65,88,102,140,53,44,6,53,513,1999
Paul Pierce,48,1632,284,647,84,139,195,309,115,82,50,113,791,1999
Scottie Pippen*,50,2011,261,604,72,132,183,323,293,98,37,159,726,1999
Scot Pollard,16,259,33,61,0,16,23,82,4,8,18,5,82,1999
Olden Polynice,48,1481,169,358,1,29,94,425,43,20,30,49,368,1999
Mark Pope,4,26,1,7,0,0,1,4,0,0,0,1,2,1999
Terry Porter,50,1365,172,370,58,123,148,140,146,48,11,74,525,1999
Vitaly Potapenko,50,1394,204,412,0,91,155,332,75,35,36,100,499,1999
Brent Price,40,806,100,207,46,46,61,78,113,33,1,65,292,1999
Theo Ratliff,50,1627,197,419,0,166,229,407,30,45,149,92,560,1999
Eldridge Recasner,44,708,82,184,24,34,39,77,91,17,1,58,222,1999
Bryant Reeves,25,702,102,251,0,67,116,138,37,13,8,47,271,1999
Khalid Reeves,11,112,8,21,1,8,14,7,11,4,0,7,25,1999
Don Reid,47,935,97,174,0,48,79,170,33,27,43,36,242,1999
J.R. Reid,41,1029,132,277,0,105,137,212,48,37,10,51,369,1999
Shawn Respert,12,99,13,36,4,7,10,13,8,5,0,5,37,1999
Rodrick Rhodes,13,156,13,52,1,16,25,17,11,5,2,20,43,1999
Glen Rice,27,985,171,396,53,77,90,99,71,17,6,45,472,1999
Pooh Richardson,11,130,12,36,0,4,4,13,30,4,0,9,28,1999
Mitch Richmond*,50,1912,331,803,70,251,293,172,122,64,10,136,983,1999
Isaiah Rider,47,1385,249,605,42,111,147,196,104,25,9,95,651,1999
Eric Riley,35,337,28,54,0,22,31,99,13,9,26,26,78,1999
Stanley Roberts,6,33,5,13,0,4,8,11,0,0,1,4,14,1999
Clifford Robinson,50,1740,299,629,58,163,234,227,128,75,59,88,819,1999
David Robinson*,49,1554,268,527,0,239,363,492,103,69,119,108,775,1999
Glenn Robinson,47,1579,347,756,31,140,161,276,100,46,41,106,865,1999
James Robinson,31,506,67,185,21,28,41,62,56,22,8,44,183,1999
Dennis Rodman*,23,657,16,46,0,17,39,258,30,10,12,31,49,1999
Carlos Rogers,2,8,2,2,0,1,4,1,1,0,0,0,5,1999
Rodney Rogers,47,968,131,297,18,68,101,179,77,47,22,66,348,1999
Sean Rooks,36,315,32,79,0,34,48,72,9,2,9,21,98,1999
Jalen Rose,49,1238,200,496,17,125,158,154,93,50,15,72,542,1999
Malik Rose,47,608,93,201,0,98,146,182,29,40,22,56,284,1999
Bryon Russell,50,1770,217,468,52,136,171,266,74,76,15,76,622,1999
Arvydas Sabonis*,50,1349,232,478,7,135,175,393,119,34,63,85,606,1999
Jason Sasser,6,39,5,11,0,1,2,7,2,2,0,2,11,1999
Danny Schayes,19,143,11,29,0,6,8,14,4,1,2,8,28,1999
Dwayne Schintzius,16,67,4,16,0,3,4,19,8,0,3,10,11,1999
Detlef Schrempf,50,1765,259,549,34,200,243,370,184,41,26,103,752,1999
Dennis Scott,36,738,87,213,37,23,31,58,40,15,3,19,234,1999
Malik Sealy,31,731,95,231,6,55,61,92,36,30,5,33,251,1999
Rony Seikaly,9,88,4,20,0,7,18,21,2,4,6,10,15,1999
Charles Shackleford,32,367,44,90,0,19,29,129,13,5,13,27,107,1999
Brian Shaw,1,5,0,1,0,0,0,1,1,0,0,1,0,1999
Casey Shaw,9,14,1,8,0,0,0,3,0,0,0,2,2,1999
Jeff Sheppard,18,185,15,39,2,8,13,22,16,3,0,7,40,1999
Miles Simon,5,19,1,5,0,0,0,2,0,1,0,3,2,1999
Dickey Simpkins,50,1448,150,324,0,156,242,339,65,36,13,72,456,1999
Alvin Sims,4,25,4,10,1,2,5,4,5,2,0,6,11,1999
Brian Skinner,21,258,33,71,0,20,33,53,1,10,13,19,86,1999
Reggie Slater,30,263,31,81,0,53,85,70,5,3,3,25,115,1999
Charles Smith,23,317,35,97,7,7,16,24,13,17,14,20,84,1999
Joe Smith,43,1418,223,522,0,142,188,354,68,32,66,66,588,1999
Michael Smith,48,1098,77,144,0,76,128,350,48,46,18,60,230,1999
Steve Smith,36,1314,217,540,47,191,225,151,118,36,11,99,672,1999
Rik Smits,49,1271,310,633,0,108,132,275,52,18,52,75,728,1999
Eric Snow,48,1716,149,348,5,110,150,162,301,100,1,111,413,1999
Felton Spencer,26,159,15,33,0,12,26,46,0,5,10,9,42,1999
Latrell Sprewell,37,1233,215,518,21,155,191,156,91,46,2,79,606,1999
Ryan Stack,18,199,14,37,0,19,20,34,5,2,11,9,47,1999
Jerry Stackhouse,42,1188,181,488,35,210,247,107,118,34,19,121,607,1999
John Starks,50,1686,269,728,78,74,100,163,235,69,5,83,690,1999
