measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,1,Global,3,Both,22,All Ages,1023,Other cardiovascular and circulatory diseases,1,Number,2019,276988.762182864,301329.5567338334,252564.30242219215
1,Deaths,1,Global,3,Both,22,All Ages,945,Conflict and terrorism,1,Number,2019,62984.739081624786,69301.18593464534,57189.731077202196
1,Deaths,1,Global,3,Both,22,All Ages,958,Typhoid and paratyphoid,1,Number,2019,133366.31887399958,228866.56532377374,65708.76363163925
1,Deaths,1,Global,3,Both,22,All Ages,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2019,79045.94348191119,124206.93103190919,43012.78862502117
1,Deaths,1,Global,3,Both,22,All Ages,391,Other nutritional deficiencies,1,Number,2019,39335.23517192243,45913.58973522957,33756.052885361365
1,Deaths,1,Global,3,Both,22,All Ages,393,Sexually transmitted infections excluding HIV,1,Number,2019,89890.96651800082,177792.66287187676,36198.740121739596
1,Deaths,1,Global,3,Both,22,All Ages,400,Acute hepatitis,1,Number,2019,79176.47756543248,95318.02782270027,65752.08582873369
1,Deaths,1,Global,3,Both,22,All Ages,408,Other unspecified infectious diseases,1,Number,2019,71684.32298164422,85394.30252088414,50848.07131825817
1,Deaths,1,Global,3,Both,22,All Ages,411,Esophageal cancer,1,Number,2019,498067.0629658689,551461.5980101664,438411.3253084035
1,Deaths,1,Global,3,Both,22,All Ages,414,Stomach cancer,1,Number,2019,957185.1581946526,1034646.0111530086,870949.1175109464
1,Deaths,1,Global,3,Both,22,All Ages,417,Liver cancer,1,Number,2019,484576.64071791794,525797.585404775,444091.3551567831
1,Deaths,1,Global,3,Both,22,All Ages,535,Pancreatitis,1,Number,2019,115053.19182739736,128173.35175958196,104304.41681794274
1,Deaths,1,Global,3,Both,22,All Ages,541,Other digestive diseases,1,Number,2019,104245.04598666733,118526.07760707234,84384.33744682898
1,Deaths,1,Global,3,Both,22,All Ages,543,Alzheimer's disease and other dementias,1,Number,2019,1623275.874940988,4205718.716796304,407465.2866101208
1,Deaths,1,Global,3,Both,22,All Ages,544,Parkinson's disease,1,Number,2019,362906.92106344725,388199.8009686979,326854.8272465345
1,Deaths,1,Global,3,Both,22,All Ages,545,Idiopathic epilepsy,1,Number,2019,114010.89850550445,129928.07923738901,100177.73787248551
1,Deaths,1,Global,3,Both,22,All Ages,546,Multiple sclerosis,1,Number,2019,22438.963649893034,27791.52464068849,20226.017573754627
1,Deaths,1,Global,3,Both,22,All Ages,554,Motor neuron disease,1,Number,2019,39081.2311091141,41129.619672836234,36566.692688295
1,Deaths,1,Global,3,Both,22,All Ages,557,Other neurological disorders,1,Number,2019,59609.507112788524,64550.57199856652,55082.46457955299
1,Deaths,1,Global,3,Both,22,All Ages,560,Alcohol use disorders,1,Number,2019,168014.7927992962,179205.89297802077,145118.65449603478
1,Deaths,1,Global,3,Both,22,All Ages,561,Drug use disorders,1,Number,2019,128082.7012577798,133729.09609460854,123561.1703500105
1,Deaths,1,Global,3,Both,22,All Ages,572,Eating disorders,1,Number,2019,318.2883242119484,386.0492387084949,285.6869886909701
1,Deaths,1,Global,3,Both,22,All Ages,587,Diabetes mellitus,1,Number,2019,1551170.1021002324,1650674.7897785062,1445555.3978411127
1,Deaths,1,Global,3,Both,22,All Ages,588,Acute glomerulonephritis,1,Number,2019,10522.360797312003,12200.059974207637,7199.035782140714
1,Deaths,1,Global,3,Both,22,All Ages,589,Chronic kidney disease,1,Number,2019,1427231.5432431349,1524547.6179241745,1313734.7374528535
1,Deaths,1,Global,3,Both,22,All Ages,718,Self-harm,1,Number,2019,759028.4050442581,831856.5104117001,685390.3013441819
1,Deaths,1,Global,3,Both,22,All Ages,724,Interpersonal violence,1,Number,2019,415179.5565421986,446992.7347755326,387534.5984874804
1,Deaths,1,Global,3,Both,22,All Ages,729,Exposure to forces of nature,1,Number,2019,6075.8121653523085,6685.1271389628,5516.797701770022
1,Deaths,1,Global,3,Both,22,All Ages,842,Environmental heat and cold exposure,1,Number,2019,47460.64395906516,54440.31775779257,32161.29235414465
1,Deaths,1,Global,3,Both,22,All Ages,843,Ebola,1,Number,2019,3684.7420458868987,4349.071779920227,3021.474053556636
1,Deaths,1,Global,3,Both,22,All Ages,854,Executions and police conflict,1,Number,2019,8769.313034646111,9925.370796057157,7707.67624030599
1,Deaths,1,Global,3,Both,22,All Ages,935,Zika virus,1,Number,2019,2.8772990997786767,4.310400990615501,1.7020211353681745
1,Deaths,1,Global,3,Both,22,All Ages,297,Tuberculosis,1,Number,2019,1179766.1569963933,1292664.7539458463,1078546.0573195703
1,Deaths,1,Global,3,Both,22,All Ages,298,HIV/AIDS,1,Number,2019,863837.3475455467,996044.8659236442,786074.8619570773
1,Deaths,1,Global,3,Both,22,All Ages,302,Diarrheal diseases,1,Number,2019,1534443.0268555675,2219095.9014942963,1088681.674216746
1,Deaths,1,Global,3,Both,22,All Ages,321,Other intestinal infectious diseases,1,Number,2019,1396.2017370548185,1850.9204352566967,1000.1341353263674
1,Deaths,1,Global,3,Both,22,All Ages,322,Lower respiratory infections,1,Number,2019,2493199.8842711323,2736184.331352105,2268183.4785341863
1,Deaths,1,Global,3,Both,22,All Ages,328,Upper respiratory infections,1,Number,2019,9464.118279868493,14913.706480864414,5536.739734325481
1,Deaths,1,Global,3,Both,22,All Ages,329,Otitis media,1,Number,2019,667.392410550122,1399.7575571269342,410.1876558696053
1,Deaths,1,Global,3,Both,22,All Ages,332,Meningitis,1,Number,2019,236221.5399901221,277426.0570706991,204381.44016087303
1,Deaths,1,Global,3,Both,22,All Ages,337,Encephalitis,1,Number,2019,89896.92763786775,122873.77862265502,76531.52856527054
1,Deaths,1,Global,3,Both,22,All Ages,338,Diphtheria,1,Number,2019,4367.877568488541,6199.62330775185,2942.433274771332
1,Deaths,1,Global,3,Both,22,All Ages,339,Whooping cough,1,Number,2019,116510.30449778795,212097.97310073665,53501.72965673463
1,Deaths,1,Global,3,Both,22,All Ages,340,Tetanus,1,Number,2019,34683.72824081155,48457.09288607982,25943.00429315885
1,Deaths,1,Global,3,Both,22,All Ages,341,Measles,1,Number,2019,83392.02904351121,180402.0305195067,30998.62645283179
1,Deaths,1,Global,3,Both,22,All Ages,342,Varicella and herpes zoster,1,Number,2019,14553.078835504608,17103.37707132163,12909.447009335861
1,Deaths,1,Global,3,Both,22,All Ages,487,Leukemia,1,Number,2019,334592.256603814,360213.8975287531,306817.6857332145
1,Deaths,1,Global,3,Both,22,All Ages,490,Other neoplasms,1,Number,2019,56833.483805362215,70481.82861194001,46585.64801462105
1,Deaths,1,Global,3,Both,22,All Ages,492,Rheumatic heart disease,1,Number,2019,305650.5008264473,340485.95590408775,259219.7403337557
1,Deaths,1,Global,3,Both,22,All Ages,493,Ischemic heart disease,1,Number,2019,9137791.14375969,9743550.131249908,8395682.479271226
1,Deaths,1,Global,3,Both,22,All Ages,494,Stroke,1,Number,2019,6552724.533525118,7015138.626045481,5995200.363738036
1,Deaths,1,Global,3,Both,22,All Ages,498,Hypertensive heart disease,1,Number,2019,1156732.938329557,1278562.76521424,859825.768192217
1,Deaths,1,Global,3,Both,22,All Ages,499,Cardiomyopathy and myocarditis,1,Number,2019,340348.7001207933,371305.41259457864,284903.5958069059
1,Deaths,1,Global,3,Both,22,All Ages,500,Atrial fibrillation and flutter,1,Number,2019,315336.76810901373,361013.795224596,267964.2060996485
1,Deaths,1,Global,3,Both,22,All Ages,501,Aortic aneurysm,1,Number,2019,172426.74794898755,182899.36032002245,157357.07672162345
1,Deaths,1,Global,3,Both,22,All Ages,502,Peripheral artery disease,1,Number,2019,74062.99491783124,128164.20674220538,41183.14550555679
1,Deaths,1,Global,3,Both,22,All Ages,503,Endocarditis,1,Number,2019,66322.00686663747,75862.3565623088,46209.32750818451
1,Deaths,1,Global,3,Both,22,All Ages,504,Non-rheumatic valvular heart disease,1,Number,2019,164124.57121479395,179557.56235254824,140082.1916937858
1,Deaths,1,Global,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,1,Number,2019,3280636.1918563284,3572366.9963334207,2902854.653962032
1,Deaths,1,Global,3,Both,22,All Ages,510,Pneumoconiosis,1,Number,2019,23014.81692937805,26159.233566123203,20348.468066222795
1,Deaths,1,Global,3,Both,22,All Ages,665,Decubitus ulcer,1,Number,2019,24388.57297127796,31260.823831222315,17299.071762907337
1,Deaths,1,Global,3,Both,22,All Ages,668,Other skin and subcutaneous diseases,1,Number,2019,3606.627070355231,5022.347739547703,2684.345570410502
1,Deaths,1,Global,3,Both,22,All Ages,686,Sudden infant death syndrome,1,Number,2019,27684.638513468286,60919.34513817782,12082.987666796358
1,Deaths,1,Global,3,Both,22,All Ages,689,Road injuries,1,Number,2019,1198289.2139143439,1304831.0346139988,1060041.4765981948
1,Deaths,1,Global,3,Both,22,All Ages,980,Bacterial skin diseases,1,Number,2019,70526.46696106187,87438.59806058064,51665.19000088673
1,Deaths,1,Global,3,Both,22,All Ages,992,Upper digestive system diseases,1,Number,2019,273631.88153251354,298791.59993003524,252407.50103797377
1,Deaths,1,Global,3,Both,22,All Ages,1022,Other malignant neoplasms,1,Number,2019,408167.0872346561,443577.93621093396,355052.7504349869
